dbn,comments
12X211,"[""Google this principal's name and you will keep your children far away from this school.  The principal removed all things that made this school great.  Just Google her name and you will read the truth."", 'PS 211 teacher Hector Cruz was charged with raising roosters in his backyart to be sold in illegal cockfights<a href=http://nypost.com/2017/02/01/nyc-teacher-busted-for-raising-roosters-for-illegal-cockfights/?utm_source=Master+Mailing+List&utm_campaign=5ae162264a-EMAIL_CAMPAIGN_2017_02_01&utm_medium=email&utm_term=0_23e3b96952-5ae162264a-75750697> the New York Post reports</a>.', 'PS 211 has been selected to participate in the Department of Education\'s Community Schools initiative, aimed at boosting attendance and achievement by bringing in community partners to provide support for students and families. PS 211\'s partner is Children\'s Aid Society. Read more about the program <a href=""http://ny.chalkbeat.org/2014/12/01/partner-groups-will-help-45-community-schools-transform-into-service-hubs/#.VIC9_WTF95z"">here</a> and see the full list of schools, their community partners and their proposed services <a href=""http://schools.nyc.gov/AboutUs/schools/communityschools"">here</a>.']"
12X212,[]
12X214,"['PS 214 is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', 'What time does school start and end', 'What are the uniforms for 2018', 'Burgundy shirt and gray pants', 'P.S. 214 is going to offer a gifted and talented program for students entering the third grade, but will not be assessing students with tests as the other programs in the city do. Read more <a href=""https://www.dnainfo.com/new-york/20160414/morrisania/citys-gifted-talented-pilot-expands-admissions-criteria-beyond-tests"">here.</a>', 'I think the school has come a long way since those days', 'Chancellor Carmen Fariña announced 73 schools selected to join\nthe Learning Partners Program, an innovative and collaborative\ninitiative that brings schools together to share practices to improve learning\nin the classroom and raise student outcomes. Through the program, one host school with strong practices in a particular focus area will support two partner schools seeking to strengthen their own practices in that area. PS 214 was chosen to host P.S. 109 Sedgwick and P.S. 143 Louis Armstrong. Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2014-2015/Chancellor+Fariña+Announces+73+Schools+in+Learning+Partners+Program+for+2014–15+School+Year.htm"">here</a>.']"
12X217,"['As a student of I.S 217 i feel as if the school offers a low amount of activities and a lower say in what goes on in the school. most staff members have a habit of believing everything we do in school is disappointing. However there are those that understand where we are coming from and support us through all of our conflicts.           \n-sincerely, 8th grader from class of 2018', 'School of Performing Arts has been removed from the State Education Department\'s list of struggling schools and no longer faces possible receivership. Politico New York <a ref=""http://www.capitalnewyork.com/article/albany/2016/03/8592483/schools-improve-struggling-schools-list-and-uncertainty"">reports</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,”. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.', 'School of Performing Arts landed on the state Education Department’s list of “persistently dangerous schools"" in 2014. Schools on the list have a high number of violent or disruptive incidents. Read more <a href=""http://www.nydailynews.com/new-york/education/city-schools-state-persistently-dangerous-list-article-1.1893403"">here</a>.']"
12X242,"['Mott Hall V is one of 15 NYC schools to receive a $10,000 grant to promote spaces to increase mental and physical health inside the school building, <a href=http://brooklyn.news12.com/story/36685378/initiative-creates-mindfulness-rooms-for-nyc-schools?utm_source=Master+Mailing+List&utm_campaign=f1aa6a62e7-EMAIL_CAMPAIGN_2017_10_26&utm_medium=email&utm_term=0_23e3b96952-f1aa6a62e7-75750697>News12 Brooklyn reports</a>.', ' I AM A PARENT OF A CHILD WHO ATTENDS MOTTHALLV. I must say is one of the best schools.. teacher staff principal they are all about helping there students ..The love and support they show its unconditional..hands down MOTTHALLV. IS A VERY GOOD SCHOOL.....', 'I love many of the teachers']"
12X267,"['Bronx Latin science teacher Aida Rosenbaum was named one of seven winners of the 11th Annual Sloan Awards for Excellence in Teaching Science and Mathematics in New York City Public High Schools, <a href=""https://patch.com/new-york/new-york-city/these-public-school-math-science-teachers-nycs-best-award"">Patch</a> reports.', 'I have a question:\n\n\nIs this school having an open house tommarrow,Nov. 18? If so what time?', ""In the Department of Education’s November 2014 Principal Notes, Chancellor Fariña acknowledged Bronx Latin High School Principal Annette Fiorentino for creating the conditions for students to beat the odds. Fariña commended the school's 89 percent graduation rate and 95 percent attendance rate for an unscreened school with 22 percent of students with special needs.""]"
12X273,[]
12X286,"['Fannie Lou Hamer is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.']"
12X300,"['The School of Science and Applies Learning is on the state education department’s list of failing schools but it doesn’t qualify for the city’s renewal program, which gives schools additional support. Read more <a href=""http://ny.chalkbeat.org/2015/04/09/citys-turnaround-program-excludes-some-schools-that-cuomo-says-could-face-takeover/#.VS1yqfnF9gg"">here</a>.', 'After-school worker Steven Walters admitted sexually abusing three students at PS 300. Read more <a href=""http://nypost.com/2014/08/12/teachers-aide-admits-molesting-elementary-school-students/"">here</a>.']"
12X314,"['Fairmont Neighborhood School is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', ""I find Ps 314 staff and security to be insensitive to students and parents that are not of Spanish or Africa decent. I feel that the School doesn't serve the Afro American population or parents in inclusive manner. Racism is ugly in all its forms and PS 314 is an example of what a PS shouldn't be."", 'Fairmont Neighborhood School incorporates neuroscience into their lesson plans in an effort to empower students living in poverty through giving them an understanding of how the brain grows and heals, <a href=""http://www.npr.org/sections/ed/2017/06/12/530893427/how-to-apply-the-brain-science-of-resilience-to-the-classroom"">nprEd reports</a>.']"
12X316,"[""This school is horrible. Don't go. I'm now in my senior year here, and the senior trip is horrible. They are going to send us to the 9/11 memorial, the Statue of Liberty, Ellis Island, and a dinner at Dave and Busters for 100 dollars for a senior trip. That has to be the worst senior trip ever, also with the new principal who used to be the assistant principal, the school is running out of money. Spanish class has been dropped, Music has been dropped for 8th grade, Health has been dropped, and we barely have any space. You carry a BUNCH of stuff every day for school, and get yelled at every morning when we line up in the gym before school stars. The assistant principal just yells at us for like ten minutes, and we have to do drills like army soldiers. The school probably isn't #1 in the District anymore, even if so District 12 is horrible, so it isn't hard to be #1 in it. The teachers have problems with fellow teachers, (which we have to call professors) and they occasionally talk bad about other teachers. ELA is the same thing every year in Kappa III, Science is alright, in Social Studies you learn the same thing every year. Math is complicated, and not explained well. Do NOT go to this school, you will regret it. The cafeteria is horrible as well, and it's crowded with 2 grades in the cafeteria, and we barely go outside because if a student does something wrong, everyone gets blamed for it. The motto is ''It's we not me in Kappa III.'' Unless you want to learn absolutely nothing and spend the most useless years of your life with a HORRIBLE senior trip, don't go here. We only have like 1 trip a year as well, and that's on the yellow school bus. The only good trip I recall was going to six flags but only our class got it because we won a competition. The teachers are also BLIND in this school and DEAF. Students cuss a lot behind the teachers backs (literally) and hit other students right in front of the teacher's eyes and get away from it. This school is HORRIBLE, and is BROKE, and you will hate it here. The people you meet here are really cool, but some of them are really annoying as well. The neighborhood is horrible, and is really poor. You will probably get chased a couple of times, and possibly jumped if you say the wrong thing. It's also very unfair in the school because people who skip class ALL THE TIME and who cheat in exams and projects always get the Gold Honor Roll (95% average or above) or the Silver or Bronze honor roll. It's really unfair, but since they cheat on everything they get a free pass through junior high school. The school is only 2% White, and 2% Asian. So if you're white or Asian prepare to get made fun of. If any one of your parents are middle class, you will have to pay for lunch, every day. There's no sports clubs in the school, besides nyjtl         (New York Junior Tennis League) which you have to stay until like 5:30 and you barely do any tennis, and they never win ANYTHING. The school is just a horrible experience, 80% of the teachers are useless, but some of the teachers are really good. I wouldn't recommend to go to this school, it's really bad, and we don't even have lockers. We don't even have desks to store our stuff in or anything. We have to carry a bunch of stuff in our bookbags, including our binders. It's horrible. There's no school plays, and you're never in the auditorium because it's shared by 4 DIFFERENT SCHOOLS! Don't apply for this school, it's very bad in my opinion. Classes keep getting dropped, no trips, horrible teachers, barely any space, bad after school programs, poor environment, and no extracurricular activities. I can't wait to graduate, even though the graduate is going to be horrible and the senior trip makes no sense. Who would want to go to the 9/11 memorial during their senior trip?"", 'he is right.', 'KAPPA III is the #1 school in District 12.  In 2013-2014, the school received the highest scores, in district 12, for ELA and MATH State Exams.  In addition, KAPPA III also has the highest attendance record in the district.  Student are College & Career ready as the school provides opportunities for students and families to learn about an array of colleges and careers.  All students are provided an excellent college-preparatory education.  The believe is that all students will learn, achieve and become great leaders in and outside of their communities.  In 2013-2014, KAPPA III was the recipient of Respect For All Schools.  Teachers and staff work around the clock to ensure students develop knowledge and persevere.  KAPPA III believes in assertive discipline and foster a sense of loving community.  Positive Behavior Support Initiative is implemented to motivate students to succeed.  Overall, KAPPA III is a high-quality school and this is demonstrated by their high academic performance.  Every year, students are admitted to Specialized and Screened schools.', 'Only one student in the whole 8th grade got accepted to a Specialized High school... and not to talk bad about the school and all but theirs only hope for certain students, only the student that are persistent and the others are left behind and forgotten about,.', '""Pretty much everyone in the band is like family to me"" states Michael Pimentel, trombone player from Kappa III who was highlighted by De Blasio. De Blasio announced at the Bronx Museum of the Arts an increase in funds allocated to hire 120 new art teachers in under-served middle and high schools. Read more <a href=""http://www.wnyc.org/story/extra-arts-funds-hire-more-teachers/"">here</a>.', '(Student) This school is good but it has its flaws.  All of the principals are good (prof.colon prof. Alverez)  Prof cano is a great music teacher she offers morning classes for you to improve and is freindly if you don\'t get on her bad side. Prof bennet is a funny and freindly s.s teacher who likes to have fun in her classes and develops an almost personal bond with her students. The science teacher has no engaging lessons, her power points are messy, and she spends more time scolding her students than teaching prof david has boreing lessons but if you pay attention you should be fine. Then the new math teacher prof blaney has somewhat fun lessons and makes jokes and you feel welcome.  So far i have had fun in the school and i dont mind the ""kappa 3 attention"" and the chants but overall my grade for the school would be 7/10 it wouldve been 8 but we dont have lockers and we have to pay for events like ""twin day""', 'This is really the biggest problem']"
12X318,"['The eighth grade commencement speaker for The School of Mathematics, Science, and Technology Through the Arts was Rhonda Vetere, reports <a href=""https://www.bxtimes.com/stories/2019/28/28-a-msta-2019-07-12-bx.html"">The Bronx Times</a>. Vetere is a C-suite tech icon and has written two books.', 'IS X318 is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', '""Principal Njoku Uchechukwu said he hoped that his school’s newly formed committee (the new Bronx Plan) would zero in on student recruitment and attendance; nearly a third of his students are considered chronically absent,""<a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">  Chalkbeat </a> reports.', ""I don't understand how a concerned parent file a complaint with @CSD12Bronx and with nyc 311 almost a year ago and I still haven't heard anything. So I think it is time to take it to social media and local news. Last year the class of 2017 of @MSTAPrincipal\nWent on their senior trip over night to Niagara falls and once the kids were in the hotel the principal and several other chaperones went out drinking leaving the students unattended. At that point some students were aware that they had no supervision so decided to act like teenagers without parents. The hotel manager had to call the principal of @MSTAPrincipal on his personal cell phone so he can come back and resolve the situation.  I bring this to light because the school and some of the same chaperones will be attending another over night trip this year to Washington DC and I am concerned because I witnessed this first hand. This principal and school needs to be addressed before they take the students away again. I know this happened because I was on the trip not with the school but on my own to watch my child. Thank God I was there so I could witness what occurred.  I have a full detail on how that evening went if anyone wants the information. I am not afraid to speak up to the board of education."", 'Two IS 318 students of African descent were allegedly bullied over Ebola virus fears. Read more <a href=""http://www.ny1.com/content/news/education/217907/bronx-students-allegedly-bullied-over-ebola-fears/"">here.</a>']"
12X341,"['it not bad here and im writing this wille im in class right now, everyone exepts u for who u are here and no one makes fun of what you wear because you will all be wearing the same thing!out of 5 i give it a 4 and 3/4 because its only the begining or the year', ""Well I'm going this year and my brother Jesus Taveras one of the most smartest kids went there when he was my age now he is 17 and says this school is pretty great my family is well known there so I feel like if I show these works my brothers IQ level from 6 years ago they will be pretty imprest how smart I am alike to my brother if the same teachers are there can't wait to go"", 'Acción Academy students will participate in an attendance and performance-improvement contest sponsored by Bronx native rap superstar Joseph Antonio ""Fat Joe"" Cartagena; the most improved class will win a new pair of Nike Air Jordans. Cartagena says he hopes the program will lead to further brand partnerships in the future, the <a href=https://brie.hunter.cuny.edu/hpe/2018/10/16/fat-joe-promotes-education-in-longwood/>Hunts Point Express reports</a>.']"
12X383,"['Emolior is one of 108 schools participating in the DOE\'s Middle School Quality Initiative, focused on improving literacy skills in struggling schools. Read more <a href=""http://www.wnyc.org/story/chancellor-picks-more-showcase-schools-show-their-work/"">here</a>.']"
12X458,"['Samara Community School received $25,000 in federal grants to expand its dual language Spanish program beginning in September 2015. Read more about the city\'s new and expanded dual language programs <a href=""http://www.dnainfo.com/new-york/20150114/downtown-brooklyn/40-new-expanding-dual-language-programs-coming-nyc-schools"">here.</a>']"
12X463,"['4th grade math teacher, Stephanie Flete, is a recipient of the prestigious Big Apple award, which recognizes ""exceptional success in instruction, impact on student learning, and overall contributions to school communities,"" as reported by <a href=""https://www.chalkbeat.org/posts/ny/2018/05/11/new-york-city-is-honoring-17-exceptional-teachers-heres-who-they-are/"">Chalkbeat</a>.', 'Urban Scholars has forged a partnership with East Side House Settlement through the school\'s ""Renewal Program"". Four East Side House staff work at the school to help boost attendance, family engagement and academic achievement. Read more <a href=""http://www.nytimes.com/2016/02/09/nyregion/mayor-bill-de-blasios-school-renewal-program.html?rref=collection%2Fsectioncollection%2Fnyregion"">here</a>.', 'No third-grade students at Urban Scholars passed the 2014 state ELA exam.\nRead more <a href=""http://www.nydailynews.com/new-york/education/2-in-3-city-students-not-meeting-math-state-standards-article-1.2148748"">here.</a>', 'Urban Scholars Community School has been selected to participate in the Department of Education\'s Community Schools initiative, aimed at boosting attendance and achievement by bringing in community partners to provide support for students and families. Urban Scholars Community School\'s partner is East Side House, Inc. Read more about the program <a href=""http://ny.chalkbeat.org/2014/12/01/partner-groups-will-help-45-community-schools-transform-into-service-hubs/#.VIC9_WTF95z"">here</a> and see the full list of schools, their community partners and their proposed services <a href=""http://schools.nyc.gov/AboutUs/schools/communityschools"">here</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,”. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.']"
12X531,['I graduated from P.S. 102 1950. I had good times there.']
12X536,"['PS 536 is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', 'The brothers behind Kids Creative, who also helped found PS 536, run a 350-kid after school program there<a href=""http://www.westsidespirit.com/local-news/20160901/kids-peaceful-summer-on-the-upper-west-side/2"">, reports West Side Spirit</a>.']"
12X691,"['My daughter is 5 years old she attends kindergarten here, and loves it!! Teachers really care about the students and wants to see them succeed. They also give advice on how to better help the kids. And also the guidance counselor ms. Medina is also very caring', ""I love bronx littile school my oldest son graduate there and now my second child which is 5 year old attend this school it's very good school the teacher and staff are wonderful it's like family there they care alot for kids and the principal and assistant are very wonderful people love them alot thank you guys for letting my child attend this wounder full school best school"", 'Bronx Little school has been a home to my two older kids who attended  when Ms, Gorden was the principal now my youngest attends the school with Ms.Urqiza . /she calls her ""Honey Bunny"". She has a nick name for all her kids . she is genuinely involved in their growth and education. that is why my daughter is  going back and will graduate with the caring staff at the Bronx Little school.']"
13K003,"[""Unfortunately, this school is not good fit for my kid. It's a decent school but I do feel that the environment and my kid has grown apart and I'm looking into other school options. I believe other parents will be thrilled to have their kids in this school since the school do have many decent teachers and the principal is outstanding. But I am going to listen to my kid because she mentioned certain things to me and I need her environment to be comfortable so she can learn. Like I said, I will be looking into other school options."", 'PS 3 Principal Katrina Beecher explains how the school is working to create a welcoming environment in pre-k classrooms, according to <a href=""http://hechingerreport.org/what-do-preschool-teachers-need-to-do-a-better-job/ "">The Hechinger Report.</a>', 'PS 3 will share a ""recess coach"" with four other elementary schools as part of a program teaching games and encouraging students to play respectfully. Read more <a href=""http://nypost.com/2015/10/11/city-pays-recess-coaches-to-teach-kids-playground-games/"">here</a>.', 'PS 3 was approved for a school-based Oral Health\nClinic, sponsored by The New York Foundling Hospital, starting in September, 2014, the school reports.', ""A parent looking for a pre-k program writes: I took a tour of PS 3. The school is lovely and cheerful, the kids seemed very engaged in their classrooms, and the teachers that I spoke with were dedicated to the school and their enthusiasm in the classroom was palpable. They have an outstanding commitment to the arts (everyone goes to art, music and drama once a week), there's a separate science lab (with two science teachers and a robotics club), and their library (and librarian) is wonderful. They don't have a gym teacher anymore because of budget cuts, but they're one of a limited number in NYC schools that participates in Play Works.""]"
