dbn,comments
25Q154,"['I missed this school 😭 I come to this school when I was 6 & 7 and I also miss my home that is right across it. Now 5 years later, I’m now it 7th grade. Life goes rlly fast 😢', 'PS 154 received a Green Flag award from the National Wildlife Federation for its efforts to conserve natural resources and integrate environmental education into the classroom. Read more <a href=""http://www.qchron.com/editions/north/ps-earns-its-green-ecology-flag/article_e5ac4ead-9789-5a65-beeb-e421985eef9e.html"">here</a>.']"
25Q163,"['New Pre-K dual language programs to add Chinese language programs to PS163, <a href=""https://www1.nyc.gov/office-of-the-mayor/news/077-19/mayor-de-blasio-chancellor-carranza-47-new-pre-k-dual-language-programs-across-every#/0""></a>according to NYC.gov.', '5th grade dual-language teacher, Michelle Lee, is a recipient of the prestigious Big Apple award, which recognizes ""exceptional success in instruction, impact on student learning, and overall contributions to school communities,"" as reported by <a href=""https://www.chalkbeat.org/posts/ny/2018/05/11/new-york-city-is-honoring-17-exceptional-teachers-heres-who-they-are/"">Chalkbeat</a>.', ""As a previous student to this school, I find that it has went downhill after the 8 years I have graduated from it. The main problem with this school is that it has an unsafe environment for children. As a previous student, I was bullied multiple times. A family member that goes to this school is also being picked on, and is having their items stolen every single day right out of their desk. Even though this goes reported, nothing is being done. The school is pro- dual language program and does give effort into the education of students who don't speak two languages. This school has gone through four different principals and has gone from a previous A rank to a D.\n\nThis school has gone downhill for the worst."", 'The PS 163 community celebrated an eight week-long residency with the Shadow Box Theatre that had students creating puppets of all shapes and sizes. Read more <a href=""http://www.qchron.com/editions/north/ps-q-school-happenings/article_99fbd410-ed38-11e5-b643-8348e138e943.html#.VvADxbzhAMg.twitter"">here</a>.']"
25Q164,"[""PSMS 164 is a disappointment.  My child learned absolutely nothing last year, I had to seek outside help.  In the Arts I would see other schools perform or accomplish something, 164 had mighty milers...what a joke.  They have an emphasis on discipline but supervision is scarce, few teachers. The parent coordinator loves to say 'we have a problem with parent involvement' meanwhile they treat parents with a coldness that can be felt a mile away.  So sad.  I've heard this year they have a new principal..."", 'PS 164 students ran almost 30,000 cumulative miles through the school year to win the New York Road Runners Miles for Books campaign. They will receive their prize of 500 books at the awards ceremony in June. <a ref=""http://queenscourier.com/2014/flushings-p-s-164-students-ran-30k-miles-wins-500-books/"">Read more here.</a>']"
25Q165,"['Our school yard has been updated!  We are pleased to have a newly paved and painted school yard to share with our phenomenal students.', 'Great school for my son and daughter. G&T program great.  Staff and principal great.  Good caring environment and community.  Thanks for the uniform policy, great strategy, kids are more focused on what counts, and it’s great for parents.  I went to private school and I see the sense of community here!  Thank you teachers, families and principals for fostering this gem in Flushing!', 'PS 165Q is a wonderful school community.  The school puts children first, and provides teachers /staff with a multitude of resources to do their job at a high level. PS 165 offers more than academics for all children. Enrichment for all grades add to the already rich and  rigorous curriculum.  \nParents are valued, and welcomed into the building on a regular basis. There is an active PTA  and many opportunities to support the school. \nPS 165 is a great place for children because the administration, staff, and parents work collaboratively .', ""I am responding to the comment below on the uniforms.  The school's uniform policy is currently not mandatory.  There was a vote recently on whether or not it will be.  I hope they do keep the school a uniformed school.  My kids love wearing them and are happy to be dressed similar to their friends.  This promotes a sense of belonging and school pride and can help with the peer pressure associated with wearing the latest fashion trends.  I am a middle class mom and I also appreciate the cost factor associated with having uniforms.  The new principal is doing a great job in bringing the school together and she seems to get along great with the faculty members.   My concern is how well this this school meet the needs of my children and giving them the best education possible.   What they wear is not that important to me.  I like the uniforms and again I hope it will be a permanent school policy."", 'The uniform policy IS now mandatory and while you can apply for an exemption the parent coordinator was extremely unhelpful in explaining what to do to get one.  There also hasn’t been any proof of what the principal claims to be issues -absenteeism, lateness.', 'Yes, I know it IS now mandatory.  I posted that comment before the results of the vote came out.  Thanks.', 'Ok TIFFANY your policy won out.  Your need to put your stamp on the school (change in end of day exit procedures, student-led  parent teacher conferences) is evident, but not everything needs to change.', ""A new principal has taken over and while she is more extroverted and personable than the last principal, she seems determined to put her ideas into place without any involvement of the parents.  We received a notice during the last week of school that this was going to be  policy starting in September.  There were no parent surveys or any sort of dialogue with us.  Reasons given were concerns about absenteeism, lateness - all of which sound bogus to me as this is the first I've heard of any concerns regarding those.  It seems she had it in her head that uniforms are a good thing and that was that.  Regardless of what you think of uniforms, the way in which this was done was extremely shady.  Principal also seems somewhat clueless about the needs of ASD kids, which is a problem given the significant NEST program in the school.  Teachers seem afraid of this new principal too.  I think that's just the nature of the heirarchy."", 'Can anyone give info about the after school program here for the kids in kg? ', ""It's deplorable to see so many comments about Raquel D - still unchanged, FYI - and still at a damned desk there.""]"
25Q169,"['Chancellor Carmen Fariña announced 73 schools selected to join\nthe Learning Partners Program, an innovative and collaborative\ninitiative that brings schools together to share practices to improve learning\nin the classroom and raise student outcomes. Through the program, one host school with strong practices in a particular focus area will support two partner schools seeking to strengthen their own practices in that area. P.S. 169 Bay Terrace was chosen to host Baychester Academy and Learners and Leaders Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2014-2015/Chancellor+Fariña+Announces+73+Schools+in+Learning+Partners+Program+for+2014–15+School+Year.htm"">here</a>.']"
25Q184,"['I was a student at 184 from 1964-1969 at which time my family moved to Southern California. I would love to move back to NYC and work at my Alma mater. I have been teaching 1st grade for the last 13 years in Fullerton California. Would love to hear from you.', 'Hello,\nI am writing to ""update"" the profile of PS 184. We have had a full time Visual Arts teacher for the past six years. All of the students participate in a dance program and our fifth graders are involved with the Ballroom Dancing initiative. PS 184 is part of a District 25 Basketball league in which games are played during the school day and we compete with other schools in the District. A cheerleading squad supports the basketball team.\nThe Student Government (G.O.) is very active and is involved in many charitable projects. Over the years, they have supported Toys for Tots, Common Cents, City Harvest, Wounded Warrior Project, March of Dimes, just to name a few. They also sponsor several ""spirit days""  and assist at school assemblies.\nThe school now has an after school program which is run by the ASAP organization. Not only do the children participate in HW help and gym activities, they have the opportunity to be in a theater group, a cooking club, take guitar or piano lessons or be in a science program that is organized by the Alley Pond Environmental Center.']"
25Q185,"[""I'm about to finish the 6th grade here and I think Jhs 185 is a good school. However, some of the kids here misbehave frequently. The staff should improve on monitoring the students because  some kids here do things behind the teacher's back and get away with it. Otherwise, this school is great on everything else""]"
25Q189,"[""This school is actually not that bad. We got a new principal and she's one of the nicest person I've met and is genuinely trying to meet all the students and actually cares about them, unlike the old principal. Most of the teachers are mostly nice and pretty chill too. I think the website should update their information because this school is actually becoming a better place."", 'A playground co-owned by  JS 189 Daniel Carter Beard School and Flushing Internationial HS is getting a $1 million green makeover started by a student-led design process <a href=""http://qns.com/story/2017/08/09/ground-breaks-turn-flushing-schoolyard-green-playground/?utm_source=Master+Mailing+List&utm_campaign=73e7a0c430-EMAIL_CAMPAIGN_2017_08_10&utm_medium=email&utm_term=0_23e3b96952-73e7a0c430-75761373 "">as QNS reports</a>.', ""JHS 189 I a great school. The Principal isn't all that. I am a parent, and she called my daughter a filthy and evil child, she called my daughters three other friends as well. She accused my daughter and her best friend with an incident that never happened. She doesn't listen to your child's point of view. I give the school a rating of 2.5."", 'Music teacher Daryl Ware is nominated as a Daily News hometown hero in education. See why  <a href=""http://www.nydailynews.com/new-york/education/hometown-heroes/queens-music-teacher-tunes-kids-inspire-article-1.2665325?utm_source=Master+Mailing+List&utm_campaign=dfde7459af-Rise_Shine_An_education_inspector_No_tha6_8_2016&utm_medium=email&utm_term=0_23e3b96952-dfde7459af-50241921"">here</a>.', 'School secretary Adrienne Albera is one of 11 winners of the <i>New York Daily News\'s</i> Hometown Heroes Award. Read more <a href=""http://www.nydailynews.com/new-york/education/meet-hometown-heroes-education-article-1.1942803"">here</a>.', 'Jhs 189 is a great school with many outstanding teachers, unfortunately i do have to say that the principal is overly naggy with small things such as uniforms and fashion. I swear i hate her', 'The school is clean the custodian alway clean it .You should be thankful not be disrespectful.']"
25Q193,"['""PS 193 raised more than $10,000 to help fund research for kids with special hearts,"" <a href=""https://qns.com/story/2019/04/22/whitestone-teacher-dyes-hair-blue-for-kids-heart-challenge-after-students-exceed-10000-goal/""> QNS </a> reports.', 'PS 193 student John Lee won the 2015 Ezra Jack Keats Bookmaking competition for grades 3-5. Read more <a href=""http://www.ezra-jack-keats.org/2015-bookmaking-winners-list/"">here.</a>']"
25Q194,"['its a pretty good school\ncurrently still in it\nbut its kinda hard to make friends when you start at 7th or 8th instead of going through 6th grade first', '<a href=""https://patch.com/new-york/queens/queens-middle-school-hosts-anti-bullying-event""> Queens local news site, Patch, </a> highlights JHS 194\'s participation in an anti-bullying program.', 'Yeooooooo should I go to this school?', 'im going to this school so if you know anything plz tell me', 'Chancellor Carmen Fariña announced 73 schools selected to join\nthe Learning Partners Program, an innovative and collaborative\ninitiative that brings schools together to share practices to improve learning\nin the classroom and raise student outcomes. Through the program, one host school with strong practices in a particular focus area will support two partner schools seeking to strengthen their own practices in that area. J.H.S. 67 Louis Pasteur was chosen to host P.S. 30 Mary White Ovington and William Carr. Read more <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2014-2015/Chancellor+Fariña+Announces+73+Schools+in+Learning+Partners+Program+for+2014–15+School+Year.htm"">here</a>.', 'It was an awful time, the teacher let the ""bullies"" bully us and do nothing about it, but in speechs about anti-bully they emphsize that no one should bully. When kids are top bullies they had nothing to do, so when us reports to the deans,teachers,or aps they do nothing about it or just ask us what to do. it was an awaful time. but the teachers were good at educations. also i seen many fights in JHS 194, one just happened today.']"
25Q200,"[""I am a graduate of P.s/M.s 200Q and as I sit on my couch upset at the fact that I will not be returning for another amazing year, I am appalled at some of these comments. I have been attending P.s 200 since pre-k and all of my siblings went or go there too. Throughout all these years I still have no complaints. The only complaint I have is that it is not a high school. I have made so many friends in that school including some best friends.  Whenever I was upset my teachers would know and they would help me through my problems, wether it was drama or stress from school. P.s 200 isn't a school it is a family and I would do anything to go back. P.s 200 is a school where every teacher knows your name and every teacher cares. I have bonded with all of my teachers and will miss all of them personal. I will even miss the teachers that I didn't have the pleasure to study with because no matter what all the teachers would check up on you. P.s 200 was amazing academic wise and extra curricular wise. I was never bored in that school. I was always looking forward to something, wether it was all of our amazingly fun assemblys, all the fun battle of the classes, the teacher verses student sports tournaments or the drama and music classes. P.s 200 is a place to explore your interests, every Friday we would have a free period to join a club, wether it was school photography, writing, leaning through media or drama it was always fun. I was in school spirit and photography and media, I always had a blast wether it was helping out at bake sales, creating posters, creating inspiring videos using all the diverse children in our school or cutting out paper hearts. All of the teachers inspire the students to work hard to achieve their goals. Even if that student showed no interest at all the teachers would not give up. I am 100% proud to say I went to a school that wasn't just a school but a loving and understanding family. I am sad that I have to say good bye but I will definitly be visiting a lot."", ""I am a recent graduate of this school, and I went to this school from the grades of Pre-K to Grade 8. \nI can tell you one thing: this school has it's ups and downs over the years, just as almost every other school, but we have been better because of it. \nI enjoyed my many years at this school as a whole, and this school does an incredibly great job at making you feel welcomed and part of a family. \nThe principal Mr.McAulliffe has honestly been the best principal our school has experienced and had in the years I attended here. He has brought about positive change and I can honestly say that our school is now headed to a brighter future. \nThere are some teachers that may have problems with a lot of students, and in all honesty, there are some teachers here that are just plan nasty, rude for no reason, etc;\nHowever, there are many teachers here at this school that I can count at the top of y head whom are incredibly great people and are teachers I have grown close to. \nThe teachers and staff here really do care about a child's well being and education, and I cannot stress that enough. \nThe education here is great, and the effort the teachers put in for making sure their student understands the material, is outstanding and is always helpful. I found myself graduating this school with a confidence in my education and a confidence about my future that being at this school has caused for me entirely. \nI'm currently a freshman in high school, and I still honestly miss this school and the great people that are there. \nI'm grateful to have been a part of the great class of 2015 at this school.\nThere's many fun activities planned at this school and I have memories of so many fun yet educational fundraisers and activities this school has put together in the past, and from what I hear, they still do.\n\n "", 'I disagree, I went to that school since pre-k an all my family goes there and I never had any problems.', 'Thankfully, whoever had the ""special privilege"" of parking an oversized truck on the grass of public school/city property FOR YEARS without ANY of the principals, assistant principals, and police doing anything about it... has stopped. My child went to this school from pre-k to 8th grade, and I still don\'t know who had the audacity to park there every day... and nor do I know how any of the school officials could have faced themselves in the mirror (or any parent) for allowing it for so many years.\nSome of the teachers are so ridiculously immature, petty, and just plain NASTY, to the kids... does the NYC Public School System recognize that kids are not only bullied by their peers, but also by some teachers?\nBut there are some truly precious gems of teachers here as well... and with the wonderful addition of the new principal (K. McAuliffe), the school has made a very positive turn towards a brighter future.', 'I respect your comment but I disagree, P.s 200 was an amazing school where I could always be myself wether it was for drama class or for speaking and joking around infront of my fellow students . I went to P.s 200 since pre-k and graduated from eighth grade 10 years later. Every one of my teachers showed interest  in my success. My teachers never let me down and I have bonded with every one of them. They all helped me strive to do my best. Lastly the teacher skills are amazing. I learned so much and then when we finished learning our curriculum, we would go on to learn stuff that we would learn the next year.', 'I agree, P.s 200 was great']"
25Q201,"['Parents complained when students were not allowed to write a report about Malcolm X for Black History Month. Read more: <a\nhref=""http://www.nydailynews.com/new-york/education/queens-school-barred-reports-bad-malcolm-x-parents-article-1.1607362"">Queens school barred student reports on \'bad\' Malcolm X, parents say</a>.']"
25Q209,"[""PS 209 teacher Melissa Cerasulo has adopted a terrier puppy who is part of the city's Comfort Dog pilot program that brings pets into classrooms to students destress, the <a hfref=http://www.nydailynews.com/new-york/dogs-coming-nyc-schools-pilot-aimed-keeping-kids-calm-article-1.2913356?utm_source=Master+Mailing+List&utm_campaign=a987859e1b-EMAIL_CAMPAIGN_2016_12_19&utm_medium=email&utm_term=0_23e3b96952-a987859e1b-75750697>New York Daily News reports</a>."", 'The PS 209 community recently took to the streets for a walkathon aimed at raising awareness of autism. Read more <a href=""http://queenscourier.com/whitestone-students-teachers-walk-to-raise-awareness-for-autism/"">here.</a>', ""I have had 3 children attend PS209 and have been very pleased with the education that they have all received.  The teachers thus far have, without exception, been enthusiastic and have provided interesting classroom experiences for the kids.  There is a music class available in most grades, and there is also technology class for the kids.  I have found the administration to be supportive in addressing my children's needs and the teachers have been proactive in identifying any issues.  I would highly recommend this school.  My children have been very happy there.""]"
25Q214,"['I miss this school dearly, the kids were well behaved and there was a ton of room for special ed.', 'My daughter started at PS 214 for 1st grade with the G&T program. The school is very quiet and well run. The teachers are all very nice, and the two G&T Teachers are awesome (Mrs Ng and Mr Lam).\nWe came from a school 3 times the size and the difference is amazing.', 'G&T stands for gifted and talented']"
25Q219,"['Hello,\nMay I know if this is a zone school?']"
