dbn,comments
08X107,"['PS 107 is on the state education department’s list of failing schools but it doesn’t qualify for the city’s renewal program, which gives schools additional support. Read more <a href=""http://ny.chalkbeat.org/2015/04/09/citys-turnaround-program-excludes-some-schools-that-cuomo-says-could-face-takeover/#.VS1yqfnF9gg"">here</a>.']"
08X119,"[""I went to this school in the mid-70s, Kindergarten through 5th grade and have some fond memories of the school and staff. However, I can say that I was one of the kids who slipped through the BOE 'cracks' as at that time they did not recognize a neglect case. It was such a shame and still makes me sad to think of what I lost out on as a child. I left that school during the 6th grade year ('79 or '80?)  and transferred to two other schools in the area and never completed any grade past 6th. The BOE must have lost track of me, which was my neglectful mothers intent at the time. I truly hope things have changed in regards to the BOE handling these types of cases.""]"
08X123,"['A social worker at JHS 123 James M. Kieran, Margaret Prisinzano, goes above and beyond to support her students conducting financial-literacy workshops for underprivileged families, providing therapy for homeless kids, helping parents learn English, and even driving to Virginia this past spring to pick up donated formal wear for her students to wear to their eighth-grade graduation and prom, <a href=""http://www.nydailynews.com/new-york/education/hometown-heroes/nyc-school-worker-drives-kids-graduation-prom-outfits-article-1.3355549?utm_source=Master+Mailing+List&utm_campaign=11f8acdda7-EMAIL_CAMPAIGN_2017_07_26&utm_medium=email&utm_term=0_23e3b96952-11f8acdda7-75759913""> the Daily News reports</a>.', 'JHS 123 James M. Kieran is one of 27 New York City schools on the 2015-2016 list of schools considered to be ""persistently dangerous"" by the state Department of Education, based on the number of disruptive or violent incidents. Read more <a href=""http://www.dnainfo.com/new-york/20150813/upper-west-side/number-of-persistently-dangerous-city-schools-on-decline-state-says"">here</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,” by DiBlasio. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.', 'Irina Gonzalez, a middle school social studies teacher at J.H.S. 123 James M. Kieran was honored in a ceremony at Gracie Mansion and presented with a Big Apple Award. Read more <a href=""http://schools.nyc.gov/Offices/BigAppleAwards/lastyear/default.htm"">here</a>.', 'Look at what I found. The horrible teacher list  in 2012. http://content.ny1.com/downloads/tdi/TDI_2009-2010_FOIL_NY1.pdf. I recognized a few ppl from that on there. That school administration does not do a good job leading. They are very harsh on the kids.\n ']"
08X130,"['i am a student in the 5th grade and i think this school should not play we are act like when one person is talking and the whole class gets in trouble', 'That school community is not safe kids suffer from bullying kids are aggresive that school its not safe kids hit my brother and they dont do nothing about', ""Times must have really changed. P.S 130 is a school that lacks support. Many children are not getting \ufeffthe proper services they need. Especially \ufeffthe after school program who doesn't take \ufeffthe time out to really work with \ufeffthe children on a educational level & \ufeffthe program director doesnt communicate as much as Is  needed ""]"
08X131,"[""I have no complains at all about the school, administration & staff.  As a matter of fact, everyone at I. S. 131 is very welcoming,  respectful and professional.  As a parent, I'm very comfortable & blessed to have my child at I. S. 131.\nMy child loves his school, his grades have improved a great deal.  He wishes to be in school even when there is no school.  If the school was so terrible & toxic; he would've asked me to change him to another school long time ago.\nBitterness is not a forte that looks good in anyones resume.\nStop degrading the school, their staff, adminstrators & our children.  If not happy, then find somewhere else to go or be happy to be gone, but don't degrade yourselves making comments like these in social media.  I hope & pray you all can find comfort & happiness.  Good luck & God bless! "", 'IS 131 is a terrible school at best. The students have no respect for teachers or administration, there are multiple fights every day, and children are constantly wandering the halls cutting class. Bullying is a very prevalent thing at this school despite all of the anti-bullying posters hanging around the building. Students frequently use inappropriate language in class and in the halls, disrupt class, come to class unprepared, and feel that they can do whatever they want whenever they want. 131\'s motto of being ""prepared, punctual, and polite"" is an empty alliteration as most students are never prepared or polite. However, they do show up to class on time, for the most part, unless they are part of the ""Hallwalkers."" The school has no Dean, and no form of consequences for student misbehavior other than calling their parents.\n\nThe principal is well aware of the disciplinary problems at the school but chooses to blame teachers for poor classroom management. The principal has little control over the students so she exerts her power over the teachers and other staff in abusive and bullying ways. Some teachers are favored while others are bullied with no rhyme or reason as to why. The easiest way to survive at 131 and maintain your sanity (and job) is to remain under the radar. It is a toxic environment was extremely low morale.\n\nThe best thing about 131 is the Deli across the street. The guys that own the Deli are always pleasant, funny, and welcoming. Oh, the people in Popeyes are nice as well. Go to the Deli or Popeyes. Do not go to 131!', 'Sarah, you hit the nail on the head.  Everything you said here is true.  The number one bully in the school is the principal.  She rules and runs under intimidation.  She intimidates the faculty and students at 131. Her intimidation only works on the teachers.  The students run the school.  There are no consequences for students, only teachers.  Her mouth is disgusting.  She curses during staff meetings and she curses at the students.  She gets away with murder in 131 and the school is a hole in the wall. TOXIC is a word all too familiar with those at 131.  The environment is toxic.  The morale is lower than low and no one is to be trusted. \n\nFights, an everyday occurrence.  In the classroom and out.  Nothing happens either. Maybe they get ONE day in the ""ALC@ room ..... It\'s a JOKE. One of the principals retired friends runs it. She comes in once a week and makes an insane amount of money for that day.  \n\nSevere post part in depression after her latest child was born.  Scary as you talk to her and she refers to herself in the first person.  \nNothing more to say, Sarah said it all.  Good job. ', ""Dear Soapbox Sarah;\nI am disgusted by the comments you make here.  Your animosity against the school is very unprofessional.  I am a Parent Association Executive Board member who is at the school from 8:00am to 5:30pm everyday volunteeting.  I have yet to see or hear about some of the accusations you make here.  Tell me something!;  which institution have you worked on that doesn't have one or two bad apples?  When you do find it, please let me know because I want to go work for them.  Respect is something that is given to others in order to be received back and Authority is taught in order to obtain control of your work environment.  In a Title I school we should expect to find students that are often unprepared.  It is our responsibilities as teachers, administrators & Parents Associations to find help and/or provide for these students.  When as a teacher, you don't make it your business to find out why these children are not prepared, then that only says one thing to me & that is; that you are just an employee & not a teacher.  In many cases, families may not have the means to provide their children with the supplies, uniforms, etc.  The school's Parent Association is willing to help.  The Principal is a very well respected individual by students, parents and all.  If she blames a teacher for lack of discipline in their classrooms is because she has the necessary proof to back her decisions.  No discipline in the classrooms is due to lack of teachers authority, which translate to no instructional time for our children.  So,  we that said; I am personally grateful  that our Principal chooses instruction over instructors that are obviously only looking at the clock to go out to eat or to go home. "", 'LouJay, perhaps you should come out of that tiny little closet in the corner that the Parent\'s Association hides away in and experience the rest of the ""school."" I am not sure where you volunteer but it is clearly NOT on the 2nd floor where the shenanigans happens. Your volunteering must be limited to selling snacks in front of the cafeteria or handing out hot dogs to the teachers because I have ZERO clue who you are. Maybe instead of selling snacks you should start selling pencils. These kids come in wearing Jordans, texting on their iphones, and having in depth conversations about their PS4s but never have a pencil. You give them a pencil 1st period and by 3rd they are asking for another one. If you are so concerned with finding out why these kids have expensive sneakers, phones, and video games instead of pencils perhaps you should do that during the 9.5hrs a day every day. Or maybe you should actually get a job instead of volunteering and supply them with pencils yourself.', 'I feel that the school can be better. My daughter attends the school & there is big bullying issue in the school. ', 'To relieve the stress of state tests, students at IS 131 have had pep rallies, daily pre-test countdowns, and bagel breakfasts on test days. Read more <a href=""http://ny.chalkbeat.org/2014/04/01/with-state-exams-underway-schools-turn-from-test-prep-to-test-pep/"">here</a>.']"
08X138,[]
08X140,"['hi my name is lidia holle how are you', '""P.S. 140 is creating healthy habits at a young age for its students by bringing the dentist to them. The goal is not only to provide dental care on the spot but also to teach them about cavity prevention. The free school-based dental program was made possible through an NYU College of Dentistry study,"" <a href=""http://bronx.news12.com/story/41569220/dental-care-program-teaches-bronx-students-about-cavity-prevention-healthy-habits"">News 12 The Bronx</a> reports.', 'PS 140 in the Bronx is one of 11 schools featured in the findings of a federal investigation that determined 83% of New York City elementary schools are not ""fully accessible"" for students with disabilities. Read more <a href=""http://www.nytimes.com/2015/12/22/nyregion/most-new-york-elementary-schools-are-violating-disabilities-act-investigation-finds.html?ref=education&_r=0"">here</a> and see the report <a href=""http://www.justice.gov/usao-sdny/file/801171/download"">here</a>.', 'Hundreds of students at PS 140 will receive free eyeglasses thanks to a privately funded project addressing eyesight problems that make reading and classroom engagement difficult for many New York City children. Hear the SchoolBook story <a href=""http://www.wnyc.org/story/nyc-pilot-project-tries-improving-schools-improving-student-health/"">here</a>.', 'A pre-k teacher from PS 140 has received $10,000 for being “employee of the week” on The Meredith Vieira Show. Watch the episode <a href=""http://meredithvieirashow.com/videos/employee-of-the-week-surprise//"">here</a>.']"
08X146,"['Former PS 146 student and rap superstar Joseph Antonio ""Fat Joe"" Cartagena partnered with the Bronx Borough President\'s Office to sponsor a four-school contest to improve student attendance and performance, with the most improved class winning a new pair of Nike Air Jordans. Cartagena says he hopes the program will lead to further school brand partnerships in the future, the <a href=https://brie.hunter.cuny.edu/hpe/2018/10/16/fat-joe-promotes-education-in-longwood/>Hunts Point Express reports</a>.', 'Rapper Fat Joe visited the school and donated 20 computers to PS 146, his former elementary school, <a href=""https://www.dnainfo.com/new-york/20161220/morrisania/fat-joe-ps-146-computer-donation"">DNAinfo reports</a>.', 'PS 146 is one of four Bronx schools participating in a new health curriculum from the New York Junior Tennis League and Emblem Health. Read more <a href=""http://www.bxtimes.com/stories/2015/11/11-eating-2015-03-06-bx_2015_11.html"">here.</a>', 'I agree , I’m not impressed with the teachers and board committee, they are undermining our children, the grades arent matching up with the actual academic skills these kids truly have, I’m very disappointed. I’ve been told my child should see a Doctor because she wasn’t “smiling “, on the first day of school. This patronizing teacher keeps harassing me to meet with her about my child supposed behavior, that she has clearly can’t explain or prove to me. The problem is they put her in a integrated class setting. They gave her a 2 on everything for her first report card, my child is literate. She has a three in science, but a 2 in math and reading ?! You need to know how to read to do science. They still haven’t addressed the bullying situation my child suffered with. This is not right.', 'Your response to this school seems very one sided. I am also curious about how many times do you visit with the teacher to talk about your child’s literacy? Since clearly you find her reaching out to you to be harassing. Your blaming the teacher and even the school for doing their jobs- they are not in the business of failing our kids. They want all our kids to succeed but they aren’t going to pass them to just pass them. If you had to place your child in a charter school the expectations would be similar if not more... Be honest with your self, blame your lack of commitment to your child and your fear of them being uncomfortable with being challenged and expected to do more. As for the above comment you are your child’s first teacher being a parent is more than clothing and feeding them. FYI- Science is two parts: lab work and content he/she may have done well in the lab work which with overshadowed the content so they averaged out to a 3. Mean while in the other two subjects on average they are a 2 because they 3 items graded regarding math and ELA were mostly below average (level 2). So, how are you supporting the teacher at home with the work, do you even look at the test that come home or help with the homework to see where they need help? You do nothing and expect the teacher to do everything...REALLY?']"
08X152,"[""this school is a big joke. the staff are lazy. the kids have to watch movies at recess instead of going outside in the yard. they are always running out of lunch so the children who eats last have to eat a sandwich. the principal have the paras doing other things when they are supposed to be with a child. the principal mrs . lynch won't make meetings with parent she uses other staff to handle.  there is nothing in this school to help the children. no after school, no tutoring, no sports , no extra help for children who needs it. al they have is a band class which is a waste of money. there are kids who needs help but instead you spend money for them to listen to someone play music.  this school does not need children with special need in there. they are not fit to handle them. this school needs to be under an investigation because theres a lot of fraud going on in there.."", 'I go to  this school im in 5th grade and they are good with you', ""I came across this website only because CS 152 so positively impacted me as a student decades ago that I had to check on it's current status.  Judging by the above review, things seem to only have gotten better.  I spent nearly a decade working as a counselor at various schools in the Bronx and never found another that could hold a candle to CS 152.  At this school, children actually learn.  The faculty is capable and caring and the school environment is conducive to learning.  Those are rare qualities to find in Bronx schools these days.""]"
08X182,"['mrs morgan is my science teacher NOAH!!i go to this school', 'hi! its NOAH OSBORNE! i attended this school, and it is the best school ive been to! i remember my teacher MS morgan. I miss you SOO much!']"
08X269,"['Bronx Studio School for Writers and Artists is among the schools with the most improved 2017 state English test scores, <a href=https://www.chalkbeat.org/posts/ny/2017/08/28/eight-top-10-lists-from-new-york-citys-2017-state-test-scores/> Chalkbeat reports</a>.', 'The Bronx Studio School for Writers and Artists registered the highest number of student arrests in NYC in the first three months of this year, the <a href=""http://nypost.com/2016/07/29/these-city-schools-see-the-most-student-crime/?utm_source=Master+Mailing+List&utm_campaign=b694d57089-Rise_Shine_How_some_New_York_City_princi7_29_2016&utm_medium=email&utm_term=0_23e3b96952-b694d57089-75747953"">NY Post reports</a>.', 'Rather than passing Regents, Tiffany Mungin, a graduating student from East Side Community High School had to present a research project about U.S. soldiers during the Vietnam War to David Vazquez, principal at the Bronx Studio School for Writers and Artists. Read more <a href=""http://www.edweek.org/ew/articles/2015/07/17/nyc-high-school-strives-for-authentic-assessment.html"">here</a>.', 'Bronx Studio School for Writers and Artists has been selected to participate in the Department of Education\'s Community Schools initiative, aimed at boosting attendance and achievement by bringing in community partners to provide support for students and families. Bronx Studio School for Writers and Artists\'s partner is Global Kids. Read more about the program <a href=""http://ny.chalkbeat.org/2014/12/01/partner-groups-will-help-45-community-schools-transform-into-service-hubs/#.VIC9_WTF95z"">here</a> and see the full list of schools, their community partners and their proposed services <a href=""http://schools.nyc.gov/AboutUs/schools/communityschools"">here</a>.', 'Bronx Studio School for Writers and Artists teacher Melanie Buchanan was one of 100 NYC teachers who completed professional development at the Blended Learning Institute this summer. The course explores ways to combine online and teacher-led instruction. Read more <a href=""http://www.capitalnewyork.com/article/city-hall/2014/09/8553486/city-teachers-learn-when-turn-technology "">here</a>.', ""I don't like this school.   Don't send your children here.staff are nice but it's something about it. "", 'Three seniors on the Bronx Studio rugby team have been offered college scholarships. The teammates are part of a growing group of kids playing the sport in NYC, thanks largely to nonprofit Play Rugby USA. Read more <a href=""http://www.nytimes.com/2014/05/22/sports/scrumming-for-scholarships.html?_r=0"">here</a>.', 'what is khana']"
08X301,"['MS 301 is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', 'MS 301 has made ""demonstrable improvement,"" even though it is still struggling, the New York State Education Department said, according to <a href=""https://chalkbeat.org/posts/ny/2018/12/05/17-struggling-new-york-city-schools-improved-enough-to-avoid-extra-state-oversight-but-they-arent-out-of-the-woods-yet/"">Chalkbeat</a>.', ""MS 301 opened it's very own history museum inside the school, called The New District 8 Museum <a href=http://bronx.news12.com/story/37627411/museum-created-by-students-opens-in-south-bronx-middle-school> News12</a> reports."", 'MS 301 has been removed from the State Education Department\'s list of struggling schools and no longer faces possible receivership. Politico New York <a ref=""http://www.capitalnewyork.com/article/albany/2016/03/8592483/schools-improve-struggling-schools-list-and-uncertainty"">reports</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,”. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.']"
08X302,"[""What the homework for 601? And I don't really care about any of this""]"
08X304,"['My friend was recently interviewed by the principal and assistant principal of this school.  They suggested to my friend, to go back to school to extend her teaching licenses in something else, besides early childhood.  How do you tell someone something like that during an interview?  During these trying times? I would had rather they told her she just wasn’t equip for the job.', '<a href=""https://www.bxtimes.com/stories/2019/24/24-nobile-2019-06-14-bx.html"">The Bronx Times</a> reports that PS 304\'s longtime Principal Joe Nobile will retire. In his 22 years at the school, Principal Nobile says that he is most proud of the school\'s high levels of math and reading achievement.', 'PS 304 treated students to a special ""Frozen"" holiday breakfast complete with characters from the movie. Read more <a href=""http://www.bxtimes.com/stories/2014/50/50-a-breakfast-2014-12-12-bx_2014_50.html"">here.</a>', 'Members of the American Legion visited PS 304 to teach students the meaning of patriotism and the American flag. <a href=""http://www.bxtimes.com/stories/2014/25/25-flag-2014-06-19-bx_2014_25.html"">Read more here.</a>', 'PS 304\'s talent show raised over $1000 for autism charity Autism Speaks while showing off third-, fourth-, and fifth grade students talents.<a href=""http://www.bxtimes.com/stories/2014/25/25-show-2014-06-19-bx_2014_25.html"">Read more here.</a>', 'i love this school the teachers are great :)']"
08X333,"['This school lacks progress every year. The leaders maintain distant from parents and are fake with staff. They hire friends and family with little experience or knowledge of school systems. The turnover is high and little improvement is made overall in all areas. They are lucky to still be employed. It must be their connections to higher up. Overall, poor discipline and management.', ""So this year(2018) is my child's first year attending this school so far it's ok so I'll just wait to see if shell be back next year but the staff is a little distant from they parents don't know if I'm the only parent who has this experience but we'll see"", 'PS 333 The Museum School received $25,000 in federal grants to create a Spanish dual language program beginning in September 2015. Read more about the city\'s new and expanded dual language programs <a href=""http://www.dnainfo.com/new-york/20150114/downtown-brooklyn/40-new-expanding-dual-language-programs-coming-nyc-schools"">here.</a>']"
08X337,"[""I love this school...They have great teachers that actually cares about you and your grades as well. Yes I know this school is strict and the principle is also strict but when this is happening is helping us, students, get good grades and act professionally towards people. This school might not have great opportunities for kids who wants to play sports and be part of different sports club but during gym the teachers does teach you how to play certain sports, but the rest is up to you, if you are interested you do what they say if not then you do what you can do. I have never seen other kids get bullied but some students do call other students my names but in a playful way which helps the other student to realize that he/she is joking around. If the kid understands that what he/she said was wrong then they do apologize.....but not all student are the same, only the ones with a heart understands other people's feeling's. I am attending this school now and soon becoming an 8th grader, my grades as well improved on subjects that brought my total averages down. I highly recommand this school because it has everything that a child need to become ready for high school!!!"", ""I LOVE THIS SCHOOL!!!! I'm new and I love it already I transferred here on September 9 2015  Ms Cyprus is mean  but the other teachers are nice and so are the kids they don't bully you and the teachers give you attention if you raise your hands and be perpared to learn about the 4 bs THIS SCHOOL IS AWESOME "", 'Is Ms.Rothe still there? ', 'this is a great school lolol', ""It's a great school, great leadership, great teachers and the academics are awesome. My daughter is doing an exceptional job in this school."", ""Also we don't have Japanese classes anymore. We have French. The French teacher is so annoying. He always think your disrespecting him. The 1st and 4th floor is 337 and the 2nd and 3rd floor is 123's, which is so dumb. The furniture in the class sucks. The classes are so big so it's hard to always get the teachers attention. The people in the office is always kicking you out. Sometimes if you give your phone to one of the people in the office they will turn it on. Ms.Cyprys is always calling the police for no reason. Eventually half of the teachers is just gonna get fired or just quit, which I don't blame some of them. The teachers are always raising there voice if you do the littlest stuff."", ""I hate this school so much!!! You can get in trouble for the littlest things.This school is to strict and its boring. We don't even have lockers and we share the building with another school. Ms.Cyprys is wayyy to strict. The dean doesn't do anything to solve a problem. The uniform is so dumb. We don't even have activities. We share a gym, a auditorium, and a lunch room. The bathroom walls and stalls have writing all over it. There is no water on the 4th floor and the water on the 1st floor fountain is dirty. My homeroom teacher is always dismissing us late and says its our fault. They don't even clean the gym floor. We have to walk around with a teacher all day. They are babying us. I thought I would expect something different from this school. I would not recommend this school to anyone. It maybe an A school but it's a whole different experience once you get here."", 'Trwww im in da 7th grade in this school and the do try their best to make sure the students get the best education they need', '6th grade-burgandy top\n7th grade-grey top\n8th grade-black top\nfor all grades u can where black, khaki, navy, or grey pants', 'Trwwww, she is evil!!!!!']"
08X367,"['New York City Schools Chancellor Carmen Fariña <a href=” http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/College+Access+for+All+-+High+School.htm”>announced</a> on June 16, 2016 that Archimedes Academy for Math, Science and Technology Applications will be one of the first 100 schools in the city to be part of College Access for All. Schools in this program will receive $3.5 million in direct funding to help ensure that students graduate with clear college and career plans by 2018.']"
08X371,"['My granddaughter attended this school and graduate she did so well she got into a prestigious Manhattan High School The principal is very helpful and cares a lot for the students and staff He runs a well oiled machine. He makes sure the kids are learning and offer achievements and rewards to them. So happy she choose this school it was a pleasure going to the plays that were well done.', 'When I read that the principal punished a faculty member for serving in our Military Reserves, I was shocked. As a retired principal and National Guard officer I can only say that my military service was an asset to our country and to the students in which I served.   This principle must understand that her students are looking to her to set the example for supporting all aspects of the educational process. Her actions reflected poorly upon her judgment and was a poor example for her students.', 'Urban Institute of Mathematics has been selected to participate in the Department of Education\'s Community Schools initiative, aimed at boosting attendance and achievement by bringing in community partners to provide support for students and families. Urban Institute of Mathematics\'s partner is East Side House. Read more about the program <a href=""http://ny.chalkbeat.org/2014/12/01/partner-groups-will-help-45-community-schools-transform-into-service-hubs/#.VIC9_WTF95z"">here</a> and see the full list of schools, their community partners and their proposed services <a href=""http://schools.nyc.gov/AboutUs/schools/communityschools"">here</a>.', ""I am a reporting intern from City Limits website. We're doing a story about Physical education in the Bronx and I wanted to learn a little about your children school. Would that be ok with you ?""]"
08X375,"[""this school is horrible. there is a lot of bullying going on in this school. nothing has changed, the staff don't seem to care. they do the hear no evil speak no evil see no evil. in other words, when something happens they pretend not to see it that they didn't hear it and none will speak about it. the school has no discipline for its students. a lot of people have said that it is a very bad school and that when something happens nobody cares and when something happens nothing is done about it. i spoke to a couple of staff members, even the staff members (not to mention any names) said that there is a lot of things going on in this school that they will hide from the parents, and nothing is ever resolved. they are experts at twisting their students words. if you are thinking of sending your child to this school please do your research and rethink your decision."", 'The Bronx Mathematics Preparatory School has made ""demonstrable improvement,"" even though it is still struggling, the New York State Education Department said, according to <a href=""https://chalkbeat.org/posts/ny/2018/12/05/17-struggling-new-york-city-schools-improved-enough-to-avoid-extra-state-oversight-but-they-arent-out-of-the-woods-yet/"">Chalkbeat</a>.', 'The Bronx Mathematics Preparatory School has been removed from the State Education Department\'s list of struggling schools and no longer faces possible receivership. Politico New York <a ref=""http://www.capitalnewyork.com/article/albany/2016/03/8592483/schools-improve-struggling-schools-list-and-uncertainty"">reports</a>.', ""First of all people I go to the school and the teachers try to communicate with the parents. But the stupid parents don't want to listen cause they don't care about the kid. Also I have been a straight A student as well as dozens of other kids. Like every other school there are some kids who are mid behaved same with this school.expect no bullying goes.on. everyone cares about each other. So before you go and judge the school about the past. Focus on the present cause this school and for sure changed"", 'Ninety-four low-performing schools are now called “Renewal Schools,” by DiBlasio. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.', 'Bronx Mathematics Preparatory School landed on the state Education Department’s list of “persistently dangerous schools in 2014. Schools on the list have a high number of violent or disruptive incidents. Read more <a href=""http://www.nydailynews.com/new-york/education/city-schools-state-persistently-dangerous-list-article-1.1893403"">here</a>.']"
08X376,"['New York City Schools Chancellor Carmen Fariña <a href=” http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/College+Access+for+All+-+High+School.htm”>announced</a> on June 16, 2016 that Antonia Pantoja Preparatory Academy will be one of the first 100 schools in the city to be part of College Access for All. Schools in this program will receive $3.5 million in direct funding to help ensure that students graduate with clear college and career plans by 2018.']"
08X392,"['NYC Mom Fights DOE – And Wins! How You Can, Too!\nhttps://newyorkschooltalk.org/2020/07/nyc-mom-fights-doe-and-wins-how-you-can-too/', 'My daughter is currently in first grade at this amazing, warm, community minded school. Since starting Pre-K at Bronx Delta she has grown leaps and bounds and I have felt confident that she was cared for and was receiving high quality instruction. The principal, Ms. Rogalle is extremely hands on and makes it her priority to get to know all of her students. The enrichment clusters are engaging and varied. The PA is strong and welcoming. Overall a great addition to the school community in district 8.']"
08X424,"['The Hunts Point School is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', 'The Hunts Point School has made ""demonstrable improvement,"" even though it is still struggling, the New York State Education Department said, according to <a href=""https://chalkbeat.org/posts/ny/2018/12/05/17-struggling-new-york-city-schools-improved-enough-to-avoid-extra-state-oversight-but-they-arent-out-of-the-woods-yet/"">Chalkbeat</a>.', 'In 2016 Hunts Point\'s statewide test scores fell in both math and English, the <a href=""http://www.nytimes.com/2016/08/01/nyregion/pupils-at-new-yorks-most-troubled-schools-keep-pace-with-peers.html?_r=0&utm_source=Master+Mailing+List&utm_campaign=166504cf23-Rise_Shine_New_York_City_students_post_b8_1_2016&utm_medium=email&utm_term=0_23e3b96952-166504cf23-75747953"">New York Times reports</a>. The school already had low test scores, but in 2016 just 6 percent of students were proficient in English while only 4 percent were at grade level in math.', 'The Hunts Point School has been removed from the State Education Department\'s list of struggling schools and no longer faces possible receivership. Politico New York <a ref=""http://www.capitalnewyork.com/article/albany/2016/03/8592483/schools-improve-struggling-schools-list-and-uncertainty"">reports</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,” by DiBlasio. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.', 'I recently became involved with a new circus class offered after school at MS424. Before the first class, I was warned about the metal detectors as though the presence of metal detectors at the school reflects directly on the behavior of the students who currently go there.  While I understand the significant difficulties that this school faces, the staff that I have met have been so helpful in getting us acclimated to the school, and the students I have the pleasure of working with are curious, intelligent, creative and very talented. Such behavior that have occurred come from lack of confidence in themselves and lack of patience and focus due to enthusiasm and energy. If anything, some of them strike me as more mature and self-possessed than other children their age. I have also worked for 6 years at a circus program in the neighborhood attended by students and alumni of MS424, and they are some of my most dedicated, creative and talented students. I want to let people know that amidst all the challenges the school and these young people face, there are some really wonderful students and staff at MS424.', '<a href=""http://www.dnainfo.com/new-york/20140205/hunts-point/hunts-point-middle-school-offering-free-vision-screenings"">DNAinfo reports that MS 424 students will get free eye exams and eye glasses through a new school partnership.']"
08X448,"['Soundview Academy is on a list of 50 schools that will participate in the DOE\'s Bronx Plan, which will boost salaries in hard-to-staff positions and ""give teachers formal decision-making power in their schools"" according to <a href=""https://chalkbeat.org/posts/ny/2019/02/08/new-york-city-bronx-plan/"">Chalkbeat</a>.', 'As I waited for my child to be called downstairs I observed the office. Positive: every teacher who entered the office seemed interested in the students. They questioned why they weren’t in class, as well as making sure all students were okay. What I would say is the office staff were disgusting to the students. They believe that what they are showing is tough love but in reality it is obvious disrespect. If Mr. Frackelton wants his students to be kinder to each other it must start with his staff.', 'Chancellor Fariña presented 28 school guidance counselors with yellow roses and plaques at a ceremony held at the Department of Education headquarters. Amongst the honorees was Marissa Bailey from Soundview Academy for Culture and Scholarship. Read more <a href=""http://www.wnyc.org/story/taking-notice-guidance-counselors/"">here.</a>', 'aasa', 'Worst middleschool EVER!', ""Ok, I highly recommend you go to this school. It is a very nice school with many nice students and teachers, at least that's what I heard. I graduated from 5th grade and I got accepted to Albert Einstein, However, Don't go to the 131 side. It's full of bullies who will jump you or start fights. I suggest you go to this school. :)"", 'hi this school is very good we get to use computers however its not so safe', ""I am a parent of a 6th grade scholar, and  this school is AWESOME! The  Soundview Academy teachers believed in my son, and that he  could excel. So now,  after years of  struggling academically through grade school,  my son believes he can excel!  The educational expectations are high, and the administration/teachers/staff  have the expertise, energy   and academic support services to turn students into scholars.    This strength based school begins by looking at  the glass as half full, and then works to fill the glass all the way to the top. All of the pieces work collectively (the administration, the teachers, the professional staff, & the support services) to make this school wonderful, and as a parent, I can't ask for more than that!"", ""hi am a student from soundview academy and i can infer that this school is a great even though i use to be bullied i get over it and even though the person who did it apologize,............... the teachers and everyone who works there Are very great to me and the other kids. most people believe that the community that the environment that the school is in is not safe but let me tell u something if u never visit of if your child does not attend it you would never know. my name is Britney Patricia Malcolm and if you want me to encourage you, i'm always available.""]"
