dbn,comments
28Q050,[]
28Q054,"[""Hey Parents, have you heard about our environmentally friendly school P.S.54? Well, now it's a magnet school which means any student can attend. I have two sons, one who graduated from the school and one who is in the third grade. They are becoming scientists who love learning about saving the environment.  Come and visit the school and I guarentee you will love what you see.""]"
28Q055,"['Went to this school 7 years ago. Did not like it, Mr.Honore was a rude principal and don’t even get me started with Mr.Slippen. I was told I would have problems in high school by Honore and now I’m ranked 23 out of 1,000 of my graduating class. Thanks for nothing! Only good thing about the school was Ms.Sackowitz (lunch aide), she was the sweetest!', 'I love this school.I learned so much through out seven years going to this school. The teachers are great so as the principal and the assistant principle.At P.S.55Q the teachers are very helpful and they are always there to help, also  the guidance counselor is very helpful he takes care of all our problems and would do anything to prevent bullying. The school is very clean. The lunch aids are very nice and they always lookout for us.', 'Queens Borough President Melinda Katz has announced that trailers used as classrooms will be removed from PS 55 by the end of the year. Read more <a href=""http://www.dnainfo.com/new-york/20150123/richmond-hill/classroom-trailers-will-be-removed-from-4-queens-schools-this-year-katz"">here.</a>', '""PS 55Q is a great school. I would recommend this school to anyone it is very clean and the teachers are great  i had three kids going to this school and they love it']"
28Q080,"['I graduated this school years ago. I am now a senior in Highschool preparing for college. I decided to take a look on the schools stats. Let me tell you my experience in Thurgood Marshall, I had recently moved in to the area and had transferred there in the 3rd grade. Little did I know I would be treated like FILTH. I am a Hispanic female and trust and believe that in the remainder of my years there I went through so much discrimination. Never would I have pictured to go through so much bullying and being treated like I wasn’t human. I was so scared to even have a voice in that school. The only one great teacher I ever had in that building was Mrs.Fitter. I never felt safe in that building. I will never recommend this school to anyone unless you want to enroll your kid into a bullying zone school. If I can write all the stories of my horrid experiences there I would.', ""I hated this school so much. I was apart of the graduating class of 2013 and it was the worst experience of my life. It was not warm and fun. It actually felt like a prison and I'm so glad I got to leave."", 'Under the city\'s pre-k expansion plan, PS 80 will get 18 new full-day pre-k seats. Read more <a href=""http://www.dnainfo.com/new-york/20140409/rego-park/rego-park-getting-dozens-of-new-full-day-pre-k-seats"">here</a>.', ""Ms. Gibbons was my principal when I graduated in 1982.  I can't believe the test scores are so low and there's no after school.  Too many children in the area are left unattended roaming the streets once school is out.\n\nWhat can the community (particularly Rochdale Village) do to help start an after school program?""]"
28Q082,"['The <a href=""http://schools.nyc.gov/Offices/mediarelations/NewsandSpeeches/2015-2016/Chancellor+Farina+Announces+38+New+Bilingual+Programs.htm"">Department of Education has announced</a> that PS 82 will have a Spanish transitional bilingual education program from the start of the 2016-2017 school year.', 'i was a excellent student of the world iam at harvard unversity and iam 18 years old thanks to this school']"
28Q086,"[""The administration staff is quite disorganized and has a bad attitude towards parents. I took a day off to register my daughter, I brought all the paperwork requested and I was asked to come back over and over, every time they were missing something, or they didn't have the paperwork ready, or the person in charge was not there at that time. When I politely told them that they should get better organized in order not to waste people's time they got an attitude and were very rude. They should improve organization and politeness.""]"
28Q099,[]
28Q101,"['<a href=""https://www.chalkbeat.org/posts/ny/2019/09/26/eight-nyc-schools-awarded-national-blue-ribbon-honor/?utm_source=newsletter&utm_medium=email&utm_campaign=cb_bureau_ny"">Chalkbeat</a> reports that PS 101 School in the Gardens was named a 2019 National Blue Ribbon School.', 'Is this school zoned for Pre-k', 'The PS 101 PTA decided to donate money to charity rather than host holiday parties this year, <a href=""https://www.dnainfo.com/new-york/20161220/forest-hills/charity-giving-food-drive-ps-101-queens"">DNAinfo reports</a>.', 'PS 101 pre-k teacher Rhonda Corin is a recipient of the 2015 Big Apple Award for excellence in teaching. Read more <a href=""http://schools.nyc.gov/Offices/BigAppleAwards/lastyear/default.htm"">here</a>.', 'The PS 101 teacher who physically and verbally abused students has returned to the school to provide technology instructional support. Read more <a href=""http://www.qchron.com/editions/central/abusive-teacher-has-new-job-at-ps/article_8f65d553-0f6b-5aa0-adf7-3323283876bd.html"">here</a>.', 'Four PS 101 parents explain their reasons for joining the tenure lawsuit and continuing to fight for a ""dangerous"" teacher\'s removal from their school, after allegations of verbal abuse and corporal punishment last year. Read more <a href=""http://nypost.com/2014/09/22/get-dangerous-teachers-out-of-school/"">here</a>.', 'Parents of PS 101 students have joined the lawsuit to overturn New York\'s tenure laws after a teacher accused of abuse was allowed to return to the school. Read more <a href=""http://nypost.com/2014/09/22/more-parents-join-suit-to-overturn-tenure-laws/"">here.<a/>', 'A teacher who was suspended and fined for verbally and physically abusing students was reassigned to administrative duty at PS 101, after first being approved to return to the classroom—amid much protest. Read more <a href=""http://www.dnainfo.com/new-york/20140910/forest-hills/forest-hills-teacher-who-abused-students-barred-from-classroom-again"">here</a>.', 'Parents protest continued presence of teacher who used physical force in the classroom. Read more <a href=""http://www.nydailynews.com/new-york/queens/heavy-handed-queens-teacher-yanked-classroom-article-1.1928474"">here.</a>', 'Chancellor Fariña visited PS 101 in her 70 school tour.  Read more <a href=""http://ny.chalkbeat.org/2014/08/26/on-her-tour-of-city-schools-farina-takes-a-hands-on-approach/#.U_4eoktjcds"">here</a>.', 'Kids from PS 101 collected more than 2000 pairs of shoes for needy children. <a href=""http://www.dnainfo.com/new-york/20140602/forest-hills/forest-hills-school-collects-nearly-2000-pairs-of-shoes-for-needy-kids"">Read more here.</a>', 'P.S. 101 in Forest Hills Celebrates its Centennial\n\nhttp://www.dnainfo.com/new-york/20140521/forest-hills/ps-101-celebrates-its-centennial-with-throwback-event', 'Monique Lopez-Paniagua as Principal of the Week on DNAInfo \n\nhttp://www.dnainfo.com/new-york/20140224/forest-hills/principal-focuses-on-emotional-intellectual-development-at-ps-101', 'That review is a joke!  Ms. Paniagua has nothing to do with changes in school grade as she was not Principal during period graded and came in only mid-year last year.  Community was happy to see Valerie Capitulo gone and, after a semester with an interim Principal who was not given permanent position, also happy to see Ms. Paniagua in place and 10 years of transition hopefully ending.', '2015 - 6th Grade still at 101!', ""...and aferschool program options expanded so that there's now a later ending option too...""]"
28Q117,"['Community organizations pitch in to save graduation festivities at PS 117. <a href=""http://queenscourier.com/2014/exclusive-p-s-117-finds-its-heroes-7k-donated-by-community-organizations/"">Read more here.</a>']"
28Q121,[]
28Q139,"['""Neighbors found swastikas and hateful messages drawn on chalk on the playground of PS 139 in Rego Park,"" according to <a href=""https://www.nbcnewyork.com/news/local/Swastika-Graffiti-Chalk-School-Playground-Queens-506250851.html"">NBC 4 New York. </a>', 'I  used to be a student in this school an I honestly loved it. I miss the old principal, she was so nice, the new principal acts very EXTRA about stuff. I would trade anything to go back into 5th grade. The teachers are so much fun to talk to, and the projects were unique and different. I was in International festival, the most fun thing in the world. Me and my friends made a dance and had so much fun. We would go to the gym everyday and play loud music and just do what ever we wanted. We had a decent amount of homework, and the teachers are so funny.', 'PS 139\'s principal focuses on student, teacher, and parent wellness. Read more <a href=""http://www.dnainfo.com/new-york/20141110/rego-park/rego-park-principal-focuses-on-student-parent-teacher-wellness"">here.</a>']"
28Q140,"['A parent from PS 140 is joining the lawsuit questioning teacher tenure, after she says an indifferent teacher allowed her child to fall behind. Read more <a href=""http://www.wnyc.org/story/lawsuit-challenges-teacher-tenure/"">here</a>.', 'I am so proud of the Transformation toward Positiveness this school community has made!  Principal Norment and AP Hasberry has cleaned up this corrupt system that the Previous Principal has left!  It is wonderful to see as a parent that picks up their children EVERYDAY and ON-TIME!!!! How bullying has decreased and how Teachers have been exited out of the building that has not been there for the children.  Even the De-funked PTA has been put in line. This years PTA President could not get her way and when her son bullied other students she took him out of the school.  P.S. 140 has a great future with this administration and I am very very Happy!!!! with all of the changes!']"
28Q144,"['A letter sent to parents at PS 144 mistakenly said students would be taking a phased-out version of the gifted and talented test. The school apologized for the error. Read more <a href=""https://www.dnainfo.com/new-york/20160113/forest-hills/gifted-talented-test-error-at-forest-hills-ps-144-panics-parents"">here</a>.', 'An extension will be built at PS 144 to ease overcrowding. It\'s expected to be completed in September 2019. Read more <a href=""http://www.dnainfo.com/new-york/20151020/forest-hills/ps-144-get-330-seat-extension-alleviate-overcrowding"">here</a>.', 'The DOE approved a building extension for PS 144 that will provide 330 seats and replace a trailer at the school. Read more <a href=""http://www.dnainfo.com/new-york/20151020/forest-hills/ps-144-get-330-seat-extension-alleviate-overcrowding"">here</a>.', 'A new trailer at PS 144 is welcomed by the school community as a way to ease overcrowding and help kids stay in the neighborhood. Read more <a href=""http://www.dnainfo.com/new-york/20150909/forest-hills/forest-hills-school-gets-new-trailer-alleviate-overcrowding"">here</a>.', 'PS 144 will receive a new trailer to accommodate new pre-k students in the upcoming school year. Read more <a href=""http://www.dnainfo.com/new-york/20150629/forest-hills/forest-hills-school-receive-trailer-accommodate-pre-k-demand"">here</a>.', 'The DOE cut pre-k seats at PS 144 and PS 196 to clear the kindergarten waitlist. Read more <a href=""http://www.dnainfo.com/new-york/20150612/forest-hills/as-kindergarten-waitlists-clear-forest-hills-pre-k-seats-are-demand"">here</a>.', 'Parents from PS 144 and other overcrowded city schools have formed a group, Overcrowding Advocacy for Zoned Schools NYC, to find solutions to the space crunch. Read more <a href=""http://www.dnainfo.com/new-york/20150529/forest-hills/parents-unite-fight-overcrowding-city-schools"">here</a>.', 'Parents are willing to have their kids attend school in trailers if it means they can go to PS 144. Read more <a href=""http://www.dnainfo.com/new-york/20150515/forest-hills/forest-hills-parents-ask-city-for-trailers-alleviate-kindergarten-crisis"">here.</a>', 'Parents zoned for PS 144 are still angry at kindergarten placements as city acknowledges it has no solution for the overcrowding and wait list issue at the school. Read more here.', 'Parents are angry as dozens of kindergarten students zoned for PS 144 are being wait listed and sent to other District 28 schools, some far from the neighborhood. Read more <a href=""http://www.dnainfo.com/new-york/20150417/forest-hills/parents-furious-forest-hills-schools-dont-have-room-for-their-kids"">here.</a>', 'my name is abdoullah mansour and i graduated from ps 144 2 years ago it was great to be there i thank Ps144 for giving me the knowlege to be succsecfull in life']"
28Q157,"['This is outdated', 'JHS 157 is one of seven middle schools which will administer the specialized high school exam on a weekday rather than the weekend, in an effort by the city to increase the number of high-performing kids from low-income neighborhoods who take the SHSAT, <a href=""http://www.wnyc.org/story/after-late-start-city-recruits-more-middle-schoolers-specialized-high-school-prep/ "">WNYC reports.</a>', 'Seventh graders from JHS 157 participated in a Hackathon at Microsoft. Students were given the task of creating a video for an animal shelter, <a href=""http://www.nydailynews.com/new-york/education/nyc-students-technology-shelter-animals-article-1.2606111?utm_source=Master+Mailing+List&utm_campaign=615e79b945-Rise_Shine_Betty_Rosa_takes_the_helm_as_4_19_2016&utm_medium=email&utm_term=0_23e3b96952-615e79b945-75578181"">reports New York Daily News</a>.', ""I'm in 5th grade currently.... I DONT KNOW TO APPLY OR NOT? please email me at_ elvenpowerz49ers@gmail.com for any suggestions for good schools you recommend.TYVM (thank you very much)"", 'im a 6th grader currently and i like this school..... :)', 'I am in 8th grade honors, class 825. this school is not to bad. its is an A school, i agree on that. the teachers really do care and they really want the children to learn and understand  concepts given from the board of eduaction to prepare them for state tests and regents. Mr. Suraci is an amazing principal. He makes sure everyone is safe in the school building!! Overall, this school is great!!', ""This is an update of the last review. It takes a while to get used to this school, as it is most likely different from elementary schools. Like in gym, at first everyone doesn't feel comfortable because we have to change in front of each other, but you get used to it after a while. The teachers are pretty tough, which is usually a good thing. Once you get used to Halsey, it gets better."", 'We have to change in front of each other no way i am going in this school in 9th of September 2015 for 7th grade\n', ""I don't know. I am a 6th grader currently, and I'm happy, yet not happy with this school. For example, I was called to Mr. Suraci's office about a month ago, because of some people screaming behind us. 3 of my friends and I got in trouble because of those people. We had almost got suspended. I am in chorus, and the chorus teacher, Ms. Shikowitz is simply amazing. She is very talented, and kind. She helps students ease into music if they haven't already learned how to read music or play an instrument. I am an honor student, though I must admit, I don't commit myself as much as I should, and as much as the other students. My grades tend to be only average, and I should be pushing myself to above 90s. I'd say Halsey is pretty cool. Though at times it does get crowded, and sometimes it takes a little while to get to class. Halsey is definitely not as harsh and strict as Russel Sage. The gym, for some reason I don't trust the girl's gym teacher. I find him slightly creepy. At the beginning, he would stand outside the locker room, and I think once he peeked in. he is sorta weird, and I am cautious around him.  I'm not sure for the boys, though I know its much harder. The boys get projects, and the girls get it all easy."", 'About the issue with the gym teacher, at first, I felt very uncomfortable, since I never had a male teacher. Now that I go to know the teacher, I see that he is very funny, always cracking jokes, I think that most people would enjoy his class and I feel much better.']"
28Q160,"['Firefighters were called to P.S. 160 Walter Francis Bishop School after a fire broke out, according to <a href=""https://newyork.cbslocal.com/2018/12/13/fire-on-roof-of-queens-school/"">CBS 2 NewYork</a>.', '""I use to go to this school. It is a good place to learn! All the teachers were very nice and helped us succeed."" A Student from 2015']"
28Q161,"['PS 161 Arthur Ashe has a new playground, which includes a memorial to student Laura Palmer who died unexpectedly in 2015. Read more <a href=""http://www.qchron.com/editions/south/schoolyard-turned-into-green-space/article_0ed7db4b-f309-5870-bc52-be8649c490ca.html"">here</a>.', 'As people walk in the door at PS 161, the principal wants them to feel love. Read an interview with Jill Hoder on DNAinfo <a href=""http://www.dnainfo.com/new-york/20150914/richmond-hill/richmond-hill-principal-believes-emotional-connection-with-children-is-key"">here</a>.']"
