dbn,comments
06M128,"[""The extra curriculars sound nice.  Are their any extra curricular activities that promote curiosity, creativity and wonder?  More importantly, how is the instruction?  How do students perform on state exams?  Can anyone describe the kinds of curricular activities that extend the classroom?  How does this school's culture compare to that of Castle Bridge's?"", 'Nicole, a PS 128 parent, writes: \nI know that the Pre-K tours will be happening soon so I wanted to give a huge shout out to PS 128 Audubon!! \nMy twins Harrison and Olivia are currently attending Pre-K there. I cannot begin to tell you how happy I am with this school. The teachers are FANTASTIC as is the administration! My kids are in two separate classrooms and alternate days for Spanish/English and they absolutely love it. They also have tons of activities (gym, computers, dance, art etc.) \nBeginning January they will go on a school trip weekly. \n\nWhat I really love about this school is that there is a very strong social emotional component (as a clinician this is far more important to me than academics). This is also reinforced in the homework. Yes, there is homework but its more about exploring thoughts and feelings and processing the days activities and interactions. PS, I have also learned a few words of Spanish since there will be one kid who will have a Spanish homework assignment and the other an English assignment - cue Google translate and Duolingo!\n\nAnyway, I wanted to post something because it definitely superseded my expectations. If anyone has any questions I am happy to answer them for you.', ""Hi Nicole, not sure if you are still checking this. I'm a student and live in the area. My wife and I are going through the application process for our 3-year-old son and would love to hear more about your experience here. How many students are in each class? Do you know of a website or other are where we can get more information? I have searched but can't find much."", 'Principal Rosa Argelia Arredondo wrote Insideschools to share the ""many positive attributes that make PS 128 unique and a special place for students to learn"" such as ""such as winning a Gold at the Finals of the Dancing Classrooms Competition; School Wellness Awards; Mighty Milers Awards, just to name a few.""\n\n""We hold a weekly parent workshop through which our parents receive vital information pertaining to instruction;curriculum; grade expectations; demystifying the New York State tests; the Common Core Learning Standards; and using systems, i.e. ARIS and the NYCDOE website, to help their children. Our workshops also provide parents with information and/or training on topics based on a needs assessments, i.e., immigration, health, nutrition, exercise, cultural trips that enhance student learning...Our volunteers assist not only in the cafeteria, but also in classrooms based on their needs and the training we provide.""\n\nShe disputed Insideschools contention that attendance was poor. ""Over the last few years, our attendance rate has been higher than the city’s average, falling a little below this year. Similarly, I clarified that we still experience a problem with students taking extended vacations, as is common to District 6 schools. In terms of lateness, I admitted that this continues to be a problem for us.""']"
06M132,"['Lou Gehrig, the ""Iron Man"" of Yankee baseball graduated from that school, I wonder if anyone cares. The son of  immigrants did ok, going on to Columbia University and then a historic career in baseball. He lived on 172nd and Amsterdam, not even a marker there. I understand there was once a mural of him on the wall at the school encouraging kids to strive to be like him. Apparently disappeared without a trace.', 'P.S. 132 in Manhattan serves 90 fewer students now than it did in 2014, despite extra resources brought to the school by the Renewal program. Read more  <a href=""http://www.chalkbeat.org/posts/ny/2016/05/25/despite-major-city-investment-struggling-renewal-schools-shed-another-6300-students/#.V0cktvkrK2z"">here</a>.', 'Through the district\'s participatory budgeting process, Dos Puentes and PS 132 will receive $200,000 to complete a playground installation, <a href=""https://www.dnainfo.com/new-york/20160425/washington-heights/fitness-center-playgrounds-win-funding-uptown-participatory-budgeting"">DNAinfo reports</a>.', 'PS 132 Juan Pablo Duarte is one of 25 schools receiving one thousand books that have been donated to New York City schools by Taylor Swift. Read more <a href=""https://www.looktothestars.org/news/14534-taylor-swift-donates-25000-scholastic-books-to-new-york-city-schools"">here</a>.', 'A NY Post editorial chastises the NY Department of Education for failing to repair aging bathrooms at PS 132. Read more <a href=""http://nypost.com/2014/12/12/get-off-the-pot/"">here.</a>', 'Parents at PS 132 are hopeful that funding from the School Construction Authority will be put towards renovating the aging bathrooms in the old school building. The bathrooms are separated from the cafeteria by a partition that doesn\'t stretch all the way to the floor, suffer from exposed and leaking pipes, and have toilets that go un-flushed because they\'re too difficult for kids to use. Read more <a href=""http://www.dnainfo.com/new-york/20141210/washington-heights/decrepit-bathrooms-at-century-old-wahi-school-need-overhaul-parents-say"">here</a>.', 'Ninety-four low-performing schools are now called “Renewal Schools,”. They will receive increased funds designated for an hour of additional learning time, after-school and summer programs, and teacher training. The principals will also be under review. Read more <a href=""http://ny.chalkbeat.org/2014/11/03/these-94-schools-are-set-to-receive-extra-funding-and-learning-time/#.VFqXM4c7X8E"">here</a>.']"
06M143,"[""1. Principal is largely absent from school life, the only time I saw her was at a graduation ceremony. The VP seems to be the hands on day-to-day manager\n2. There is no curriculum enrichment, no theater, no music, no foreign language instruction, no book club\n3. There is no encouragement for students to explore their interests more than needed to pass tests\n4. There is no room for individuality or outside the box thinking\n5. It's a bad school that doesn't realize how bad it is even when you point it out"", 'this school is very good the teachers care for the students and make sure they pass i was a very bad student and i still graduated because my teachers never gave up on me i was glad i went to that school they have fun programs and you meet alot of friends', ""ugh this school sucks. want friends? don't go. wanna be bullied? this is your school. want to fail ? go here."", 'We need lockers and some teaches are beyond mean', 'Its true']"
06M152,"['Through the district\'s participatory budgeting process, PS 152 and MS 178 will receive $500,000 to upgrade the playground, <a href=""https://www.dnainfo.com/new-york/20160425/washington-heights/fitness-center-playgrounds-win-funding-uptown-participatory-budgeting"">DNAinfo reports</a>.', ""School Administration: At PS 152M we have a strong community.  Our parents and staff went out and collected hundreds of signatures and attend countless community board meetings to ensure that our school receives these types of updates.  Through our parents and staff, we have received many grants and have collected funds for many initiatives.  Currently, we're proudly working on our new project, our school auditorium.  We will eventually collect enough funds to make all necessary updates to our auditorium."", ""School Administration: Dear Parent, our students receive homework nightly.  We are committed to our students and parents.  Comparing our school to others in the community with similar populations and resources, we do a great job.  I will; however, bring this up with the grade supervisor and make sure this does not happen.  We hope in the future you'll give us an opportunity to prove our long standing reputation as an amazing school."", 'School Administration: Dear Parent, it is unfortunate you feel this way.  Our school has a great community spirit.  Both parents and staff come together all the time to work on projects and celebrate together.  The school principal promotes many opportunities for the staff to come together and celebrate our accomplishments.  Our school statistics are doing well.  Scores are up and improving, attendance is up and our school consistently receives good annual reviews.', 'School Administration: Dear Parent, our school population has been growing while other schools have been shrinking.  This must be for a reason, especially since other schools are opening up in the community. Many parents come back within months from the likes of charter schools in the area.', 'School Administration:  Dear Parent, In all fairness, of the 32 schools in district six, more than have were designated a SINI (School In Need of Improvement) that year.  This was due to the exams being changed by the state and all schools had to change their teaching styles and the DOE their curriculum.  Also, the district as a whole was designated as a DINI district (District In Need of Improvement).']"
06M153,"['http://schools.nyc.gov/AboutUs/schools/watersafety\n\nP.S. 153 Adam Clayton Powell\nBuilding: P.S. 153 - MANHATTAN\n1750 AMSTERDAM AVENUE\nMANHATTAN, NY 10031\nWater Testing Performed: Yes\nElevated Results: Yes\nMost Recent Test Results\n4 elevated sample(s) out of 161 samples tested in January 2017\nHealth Department Protocol Implemented: Yes\n ', 'The NYPD safely recovered an inoperable stun gun that a 7-year-old brought to school, reports <a href=""https://www.dnainfo.com/new-york/20170127/hamilton-heights/second-grader-brings-inactive-stun-gun-into-hamilton-heights-school-city"">DNAinfo</a>.', ""Oh and as for the people here arguing other's comments  You sound like you work at the school rather than you being the parent. Secondly,  everyone experience is different You shouldn't be trying to down some elses review because it didn't fit right with you. "", ""I was a student at this school from 2001 to 2006 and let me tell you,  this school is horrible. First of all they lose your information. My mother has filled out blue cards many times and they lose it and at one time they had my information under someone else name. Some of the teachers were crap,  having us stand behind our chairs for an hour when a couple of kids were bad in the school Or getting mad and confronting you when you go home and tell your mother of things you didn't find apporiate. The security guards are very disrespectful, at one time my brother came to pick me up and one bugged eyed security guard yelled in his face to the point my mother had to step in then she coward away and said she was sorry. I also remember when there was some kid not in uniform and Ms. Bailey had them wait in line so she can go one by one  to criticize what you was wearing that day so you would wear uniform the next day. Please,  to all the parents ask your child how was they day and let them go into details a lot of time these teacher are very harsh on your child and when it come to parent teacher conference they change they whole attitude. I'm not saying some kids are not bad, because there were kids that were uncontrollable but some kids weren't and a lot of those teacher  and guards were very unfair. "", ""I also used to go to this school for 4th and 5th grade from 2009-2010 and i used to get bullied by some student s and tell the teacher and didn't really do much . My mom would come and talk with the teacher and yes! you're right, the teachers attitudes would automatically change being all sweet and kind. MY 4th grade teacher MS. Embaibay i think thats how you spell it... I would suck at math and everytime but I wanted to participate, she would roll her eyes and only smile and treat fairly the students who knew their stuff. My fifth grade teacher Ms. Norwood was absent for more than half of the school year and I had to be placed in pre-k classes throughout the whole day. I took the state test and failed and went to summer school."", 'Parents are not welcome in the school unless it\'s to bring food or for some photo op so the administration can falsely show how welcoming they are. Don\'t bother to ask questions because you get the run-around or no answer at all. The administration is more concerned about appearances of success than about truly educating the children. This is most evident during quality review time when they are abuzz re-doing bulletin boards with inauthentic ""children\'s"" work. This is not a well-developed school just a well-developed smoke&mirrors show. The G&T program is an absolute farce. RUN AS FAR AWAY AS POSSIBLE if your child is offered a seat in this program and/or school. The few special ed parents I met needed to get attorneys or advocates or both to secure services or better school for their children.', 'Dear Parent, could you give me more info on their G&T program? We live in District 6 and this is the only G&T program available for us. Thanks!', ""Hi Boris,\n\ndid you ever get a reply? Any info on PS 153 G&T program? There is only very limited info online, and they don't seem to have Open House dates available.\n\nThanks"", 'I never received a reply there. Based on other sources it doesn’t seem to be a good school/program, \n\n\nBoris Itin,  Ph.D.\nSenior Scientist\nNew York Structural Biology Center\n89 Convent Ave.\nNew York, NY 10040\n\nph. 212-939-0660 #9207\nc.   917-526-1791\ne.   bitin@nysbc.org', ""hate this school. staff is rude and doesn't treat kids right."", ""I enrolled my son and daughter into this school thinking that Hamilton Heights wasn't working out for them. As soon as I came to pick them up, they were crying and complaining that they were being bullied because they came from Hamilton Heights. They complained for a while and I told them not to worry about it. The principal said they would talk to the kids about it, and she said she would do something about it but this never happened. The principal and staff in Hamilton Heights are much more supporting and caring than the ones at ps 153. Additionally, my child came home always asking for help with their homework, and sadly I could not help them as I am a single mom who did not finish college. Honestly, I think these children deserve much more than what they are being taught. For these reasons, I think that Hhs is a much better and hospitable school for children, as it is a small and loving community, and also well supplied at the same time."", ""if you think your children deserve better, go put them in private school. beggars can't be choosers. your children are receiving a free education. put up and shut up."", ""That's exactly how parents and children get treated at PS153...like beggars!  Every human being, adult or child, deserves to be treated with respect and dignity. A quality education is a human right, not just for the privileged. "", 'Grateful parent here!!  Wonderful school!! Best in Harlem and Washington heights!!!', ""PS 153 is warm and inviting. Parents are allowed into the building everyday to drop off our children.  Most schools don't have this policy.  There is an open door policy and you can catch up with the teacher by having face to face interactions each day.  The Arts program is the best!  Honestly parents dont talk about it much because they want to keep it a secret.  Ms. Yelverton and Ms Hyatt have theatre and music programs that can compete with the GLEE television program.  Mr. Tech has been in the school for years and knows how to get kids into Julliard programs.  The teachers are exceptional and the principal is great.  The staff will get to know your child and will give them a top rated education.  Teachers all over the city are feeling pressures of the new curriculum but its the ones who know how to defeat stress and work towards the success of my children."", ""I am a parent at P.S 153M. I have two children still attending and two other that have graduated from there. I have to thank this school for helping my children succeed in school.  I've had the pleasure to work and feel welcomed by and with teachers and Ms. Bailey in the process. It is said that there are so many negative parents and teachers trying to portrait this school and administration as not being about children when they are. It's the negative comments that take time away from our children education. I will always live this school. No matter what ignorant parent or teacher trys to bring the school and administration down for there own benefit. Now who is not  really for the children."", ""The best school. It's so hard to get a seat since so many parents want the DL program. It's the best I'm the city. "", ""Best school ever. I was so lucky to have gone to this school. I'm in college now and owe it all to the great teachers I had. I remember the principal and the teachers. They did so much for me. I don't know why people write negative things ally friends were happy to have done to ps 153 and we were the happiest kids in the world. My teacher, Ms. Tejada even got to display our work at a national conference in California and Florida. Who can too that. We were famous. Our years there were the best and we had such a wonderful graduation and 5th grade party. Our years there were amazing. "", 'Great school! Best in nyc! DL program is a model program in the city. Great school.', ""A great place to learn!! They have some of the best teachers and great staff!! A caring and loving place where kids are cared for and nurtured. My child loves it and I'm so glad I chose this school. The gifted and   program is the best. I was amaze at her pre-k experience and now that she is in 1st grade I can continue to be proud of her progress. The principal is super cool, teachers are amazing and I feel lucky to be a ps 153 parent. "", ""A wonderful place! Kids are happy! Kids are learning and super smart staff and great resources! There is a star of the arts lab and a very comfortable gun for the students. There is even a dance studio. You won't find many schools like this in nyc!"", ""It's a gem in Harlem. My three kids have had such a wonderful experience. Great teachers. My son was sooo lucky to have been with A teacher that had been rated at the top of the city. It was an honorable experience to have my kids at this wonderful school. They have many events for families and children. They make kids feel special. My kids had an amazing time. My son graduated this year and I will truly miss this wonderful school and its teachers and Ms Bailey, an amazing woman!!! Great leadership and sophistication. Ps 153 is really the place to be!!!"", ""This review is outdated. The school is on a steep decline. At least six teachers have left the school this year alone due to stress, lack of support, harassment and lack of physical and emotional safety. Morale is INCREDIBLY low. When I visited, I saw teachers literally crying in front of students. I saw them being berated, scolded and micromanaged in front of their classes. Teachers were NOT willing to tell me personally that they were having a rough time, but they weren't able to tell me that they were full of joy. \n\nEach of the programs highlighted in the review has become diluted to the point of becoming meaningless. There is no PEACEBUILDERS' program any more, there is no LIBRARY!!!, no Arts Intensive Institute, no art teacher, and due to the high attrition rate, cluster teachers are covering classes and students are missing out on the few arts and enrichments that are left. There are no current partnerships with HSA or other cultural institutions, as far as I could see. \n\nThe political climate at this school has become so divisive and nasty that the children are the last thing on administration's minds. Three false arrests for the person questioning (albeit poorly worded queries) misallocated funds? \n\nTeachers and parents are fearful for their positions and scared that the retaliation will affect their children. Parents are concerned about class size, school safety, teacher support and wellness, and high stakes testing. There is no tutoring, no disciplinary system to speak of, and the teachers are within a wide range of emotional stress and burnout. They clearly love and care about the students but cannot give them what they need in this climate of data walls and the curriculum that doesn't seem to be developmentally appropriate for any but the highest achievers. \n\nThere seems to be some seriously shady business. Questions are evaded. Parents aren't allowed in the classrooms unless there's a scheduled event taking place like a publishing party. I am used to an open door policy in which parents are welcomed in to the classroom at any time for volunteering or special projects, and teachers I've talked to seem eager for the support and community building as well. \n\nAll in all, I think the teachers at 153 are doing their best with the constraints put on them, but I wouldn't send my kid there."", 'Agree. This review shows a perfect picture of PS153. Wake up parents.', ""Then don't. I think people like you are the worst. Trashing a school with such great record."", 'That sounds like you are a teacher that is obviously in a bad situation. Look for a job and get a life. Kids are happy and obviously you wrote this review for the wrong reasons. This is devious and hurts parents looking for a good school- how dare you! ', 'This sounds like a personal problem. ""This school is so stupid? Wait it even sounds like a childish remark. You mention bullyin so what do you call what you are doing right now. Trying to bring down a school for no real reason. Handle your personal problems first. I have children that attend and have attended this school. And I dont have any problems. This is about the children. ', ""Another nasty review that makes no sense. Hope your child is no longer there. It's a wonderful school tainted by nasty people with nothing better to do. Get a life!"", 'I think you meant the students in P.S 368 run like aninals.', 'no, i most definitely mean ps 153.', 'Wow and your child lasted that long. Wow if it was so bad i would had transfered my child.  You should have asked that staff member who told this stupidity to help you get your child out of there. Or maybe you are a staff memeber there ']"
06M173,"[""A prospective parent writes:\n\nI know many of you are in \nthe process of applying for pre-K, and I just wanted to put it out there\n that our previously not-so-hot neighborhood school, PS 173, has a new \nprincipal as of this year who is WONDERFUL and really wants to turn the \nschool around. I toured the school a few weeks ago and was blown away by\n the space. Huge, bright, very well stocked classrooms, with very nice, \nclean furnishings and equipment...the principal is rumored to have a \nMontessori background although I can't confirm that. I spoke at great \nlength with her personally after my tour and she has a fantastic, \nenergetic, and warm energy about her...she desperately wants to get an \nactive PTA going, and to get more community parents to consider the \nschool for their children to encourage diversity as they turn things \naround. I am putting it very high on our list, because I really would \nlove to support my neighborhood school in their efforts to improve...and\n the space really is second to none. I was shocked. The music room \nalone has towering ceilings, and gigantic picture windows with a million\n dollar view of the GW bridge. :) \nAnyway,\n just wanted to spread the word in hopes that others will consider it as\n well! The best shot they have is getting more of us parents involved!\nXoxo\nAspen"", 'Hi Aspen, Do you still feel this way about the school. We are getting ready to register my child and was curious about your thoughts after this post?', ""Hi. I am moving to the area right on the border zoned for PS 187 and PS 173. I'm reading all these comments and it is a bit disconcerting. Are there any recent updates or changes someone can provide. How is the school doing these days?""]"
06M178,"['im in 7th grade right now and I went to elementary school here 2 years ago (obviously). anyone considering taking their children here I promise you will not regret it. all the staff is so kind and all issues are addressed professionally. this school taught me to work hard and to respect my peers and all of my actions have effects. this school will leave a good imprint on your child', 'My two sons have come up through PS 178.  I am very happy with this school.  Both of my kids need help with staying on task and the school has worked very well with our family in getting paras and other special needs educators.  I would recommend this school!', 'Through the district\'s participatory budgeting process, MS 178 and PS 152 will receive $500,000 to upgrade the building\'s playground, <a href=""https://www.dnainfo.com/new-york/20160425/washington-heights/fitness-center-playgrounds-win-funding-uptown-participatory-budgeting"">DNAinfo reports</a>.']"
06M187,"['is 66 Overlook in the school zone?', 'Former PS/IS 87 Parent Submission: I have two children who went through the school elementary through middle, and now attend HS: one attends LaGuardia for drama, and the other attends Harbor School on Govenors Island.  In each of their graduating classes, most students got placed in one of their top two choices for HS. The school has EXCELLENT support for the HS process and really puts the responsibility and information in the student hands.  My two kids are very different from one another, one is an over-achiever and the other is an underachiever, both of them got into schools they were excited about attending that were good fits, they both are experiencing success.  I have a middle school student currently at 187 and feel confident he will be placed in a HS that suits him also.  PS 187 is a special K-8 school supported by a very active, loving, community.  I am happy my children went through this school and so are they.  There is a great instrumental music program, middle-schoolers all take Spanish, there are school plays and concerts, talent shows, arts programs from outside vendors, and most importantly many capable, nurturing, loving, staff and teachers.  Middle-School students also enjoy getting to eat off-campus at lunch time in the tiny neighborhood ""town"", this fosters a sense of responsibility, this independence is a privilege you earn and the students gain maturity from it. -Jane L.', 'Love the school. The staff are very involved and they have systems in place to hold parents accountable (homework completion, dates of approaching test so that children can prepare at home, notifications with due dates for projects, reading logs...) lots of family activities and a great parents association.  Lots of opportunities to get involved and a very transparent school.  My 7 y/o has been attending since kinder. I am praying my almost 4 y/o makes it into their Pre-K program.', 'The most recent reviews are from a couple of years ago. Can anyone tell me what high schools the graduating students usually attend?\nThanks!', 'The current review is based on a visit to the school last fall, in October 2015.', 'Were you ever able to track down more up to date information?', 'Public Service Announcement for parents of P.S./I.S. 187. See video <a href=""<a href=""http://www.youtube.com/watch?v=X0hGyW006aI&feature=youtu.be"">here</a>.', 'PS/IS 187 was part of a pilot project to introduce Common Core math standards in the middle school. See this video: less teacher lecturing, more kids talking. https://www.teachingchannel.org/videos/common-core-state-standards-middle-school', 'I am in 7th grade at IS 187. I have been hear since 2009 and have loved it since. The teachers are very personal and always there for you to help and answer questions. The school is extremely family oriented and has a great PTA and other parent run organizations. One special thing about the intermediate school is that you are permitted to buy food from local shops and restaurants on the block during your lunch break. Teachers are there to supervise and help- no worries. This school has a majority of great teachers, however they are very strict and can commonly come across as misunderstanding. As long as you do your work and behave well in class, you will enjoy this school very much. A common concern about the school is the separation of classes known as tracking. This upsets many parents for understandable reasons. The system works as such, there are two sister classes and on class that is slightly more advanced. this is not determined just by your grade. The tracking is used so each child can learn at their own pace. Every child is treated with respect at this school by teachers- help is available when you need it. !S 187 is a wonderful middle school!', 'its because students are finding schools with more interest in the things they are looking for, like art or music, as well as the fact how some non-specialized schools are rising up with better quality and education than some specialized high schools.', ""I dont think this is true. I've been going to this school for about a decade, and I really like it.""]"
06M189,"['I’d like to state that I attended PS.189 for 5 years of my life. Although children need some change I am glad I stayed in that school for the time I did. It was an amazing experience, getting to try new programs, meeting new people with different stories and backgrounds as well as learning new and different things. I still vividly remember the nice staff such as teachers, nurses, lunch ladies, etc. No people who go to this school don’t end up homeless or dropouts. Many of the people that were in my PS.189 that I reached out to are now Lawyers, Surgeons, technicians, Artists, policemen/women some also do simpler jobs that they’ve always wanted to do such as nail and hair salon owners and employees. So no people who go to this school don’t end up in a bad place it all comes down to how serious the person takes their work and the amazing experiences the staffs try to give their students.', ""Can you send me a photo of my second grade photo I don't remember the year I was their but my name is erick medina and my email address is medinae201@gmail.com. And my teacher name I can't remember the class room number you can send it to my email the I think I went their was 1986 and maybe an math homework thank you"", 'I totally agree w/ you from the admin office to the PTA,  as for the teachers, most of them  are great...but the rest of the staff NO GOOD...I wish there was a  way to report them to the DOE... all they like to do is give preference to their on kind...DOMINICAN!!!']"
06M192,"['I go way back with this school, I attended this school back in the ""60\'s. I remember there was a dentist office down the hall from the Principle\'s Office. The Lunch Room still looks the same. Back than the ""Whole Village was helping to raise the children and the standard of receiving a good education. I can name all of the teachers that would pop you on your hand with the ruler for being disobedient. Children were not Disrespectful back than either. The Principle back than was Mr. Bernstein. He was a great Principle. The Educational System is ""Broken"" on a National Level because we have removed ""GOD"" out of the School System. Notwithstanding, we have the children saying we pledge our alliance....one Nation under God, but God cannot hold us to the standard to which is was established. And we wonder why we are having issues. Prayer really does ""CHANGE"" Things!', ""I taught 6th grade at PS192 in the '60s. It was a wonderful school with Dr. Gang as the principal. I am happy to see it is on its way 'up' again. I remember so many parents and children from back then and wonder if many stayed in the neighborhood and had their own children attend PS 192. One of my students was Moises Perez whom I saw on TV as an advocate for the Dominicans who had relatives in that disastrous airplane crash in the Bronx years ago!"", ""And also I not liking the school it's not me and I don't know anyone \n"", ""I love ps 192 but I had to move it was so sad for me cause I had a new home new school and new friends and I feel so bad that I'm not back I wish I could visit my school again "", 'P.S. 192 is one of the 16 schools in West Harlem that has enrolled in a program this fall to track attendance using an app that alerts parents if their children are late or missing school. Read more <a href=""http://www.dnainfo.com/new-york/20140924/west-harlem/attendance-tracking-app-expands-16-west-harlem-schools"">here</a>.']"
06M209,"['6th grade ICT teacher, Raya Sam, is a recipient of the prestigious Big Apple award, which recognizes ""exceptional success in instruction, impact on student learning, and overall contributions to school communities,"" as reported by <a href=""https://www.chalkbeat.org/posts/ny/2018/05/11/new-york-city-is-honoring-17-exceptional-teachers-heres-who-they-are/"">Chalkbeat</a>.', 'We were selected as the NYC DOE\'s Showcase School for Culture! Only three schools were selected in the category and we were the lone middle school in the entire City! Collaborative Problem Solving, a restorative approach that we use as an alternative to detention and suspension, will be the primary component of our work that we showcase when other schools visit next year.\n\nAnd in even bigger news... A couple of weeks ago New York State released it\'s accountability measurements for each school in the State, all 4,771 of them (the five boroughs account for about 1,700 of those schools). This is arguably the most important ranking that any school is subjected to because these rankings, based on a school\'s annual progress and using State Exam scores disaggregated by subgroups (students with disabilities, black, hispanic, English language learners, economically disadvantaged, etc.) are what determines which schools are making adequate progress and will avoid state intervention, which are not making adequate progress and will come under state control, and which schools the state will close. A small number of schools will even be identified as ""reward schools"" across two categories, ""Performance"" and ""Progress,"" and will be used as models for other schools throughout the state to replicate because of their success. Those honored for Performance are more numerous than those honored for Progress, precisely because it is so difficult to make giant gains in progress, and easier to keep performing well when you have a cohort of students already scoring at levels 3 and 4 on the State exams. Whether recognized for Performance or Progress, these schools will be eligible for approximately $75,000 in grant monies to lead this work across the state. \n\nI\'ve never dreamt that we would be honored as a reward school - in fact, I had no idea there was such a thing before this year, but we did it! I don\'t think I can convey exactly how exclusive this club is any better than if I just lay out the numbers:\n\n4,771: Schools in NYS (public and charter)\n1,700: Schools in NYC  \n185: Schools statewide that met the requirements to be honored as Reward Schools in New York State\n10: Schools statewide that met the requirements to be honored as a Reward School for Progress in New York State (the other 175 schools were honored for Performance)\n2: Schools from the NYC DOE honored as Reward Schools for Progress\n1: Middle Schools (grades 6 - 8) in ALL OF NYS to be honored for Progress\n\nThat one middle school, is ours. We are literally one of two schools in the City, Elementary and High Schools included, that made the gains necessary to be honored by the State. But even more impressive, WE WERE THE ONLY MIDDLE SCHOOL (6th - 8th grade) IN NEW YORK STATE THAT MADE LARGE ENOUGH GAINS TO BE HONORED AS A PROGRESS SCHOOL. Congratulations to the Hamilton Grange Middle School community!', 'Please check our website at www.theHamiltonGrangeSchool.org', 'Hamilton Grange Middle School students made the most progress of all district 6 middle schools in 2016 in moving students out of level 1 and into levels 3 and 4 in the math state exam, and when compared to all other district 6 middle schools, Hamilton Grange students made the second most progress in moving out of level 1 and into levels 3 and 4 on the ELA state exam.']"
06M210,"['I now go to ms 322', 'ey i miss yall it maximo martinez  one of yall students an just wanted to say am having a good year in sixth grade.yall are the best school keep it up.Shout out to Dolores, Sandra,Ana maria, Iliana, Sharimel thanks yall', 'A kindergarten study of NYC museums at PS 210 is featured in, ""Teaching Kindergarten: Learner-Centered Classrooms for the 21st Century."" <a href=""http://store.tcpress.com/080775711X.shtml"">Teaching Kindergarten</a>', 'I do not recommend this school to any parent or student. My children attend this school and I am very disappointed with the staff, teachers and specially the ""principal"" Evelyn Linares.  All they do is call parents to pick up their child if the child is misbehaving.  I also been to the school multiple times requesting a copy of my child\'s school records, and all multiple times I\'ve been told that they do not know what are ""school records"".  They are unbelievable in this school.  The staff at this school are outrages, there\'s one staff in particular  who said to my child ""I\'m going to punch you in your face"", my child went to the principal to inform her of such horror.  The principal responded by telling her ""I\'m going to deal with that"".  That same staff also commented to herself while in my presence ""somebody should wip that boy\'s butt"", i confronted her about this and she responded by telling me ""what\'s your problem lady"". The issues were never dealt with. I regret not going forward with this to the board of education. The staff still works there and handles the students without supervision.  A lot of parents have taken their children out of the this school.  About 90% of the parents in this school complain about the same issues. Even those few normal teachers have recommended me to remove my children out of this school.  I\'m so disappointed in this school in the staff .  They are such unprofessional staffs there, they constantly eating on their desk in the main office, they speak to parents in such horrible manners.  Something needs to be done in this school.', 'It is very sad that someone would even think in damaging the reputation of such a wonderful school. Of course we are dealing with human beings, not androids and at a certain moment a teacher may say something that you as a parent might not want to hear, perhaps it is due to your lack of emotional intelligence or is it because you are in a deep denial set of mind when it comes to your child’s behavioral issues.  Or could this be because the administration did not react according to your expectations or what you thought was the right thing to do?\n\n It is shameful that you would describe Mrs. Linares and Camilo in such an inhumane way and as irresponsible individuals.\n\nMrs. Linares and Mr. Camilo are human beings blessed with patience, knowledge, experience, love, kindness and more than anything high moral values.  I can testify before anyone of the work and effort that these two people put in their school and how much they do for their students. Saying that they are unprofessional is nothing but absurd, as absurd as to dare to say that in a school office, staff does not know where “School Records"" are? And as well as stating that 90% of the parents have complaints about the school and staff. Do you really know 90% of P.S. 210 parents?\n\nObviously you did not have a pleasant experience, since things were not resolved the way you wanted or expected to. But one thing I need to say to you is that as responsible parents, we need to accept when our children are in need of desperate help. It is obvious that you are very upset and the things that you are saying here make no sense and are said out of pure anger. I believe it is more beneficial for us as parents to try to find the help our children really need, instead of trying to find who to blame for our children’s behavioral and emotional issues.\n\nGood luck in your search', ""i attended to this school for three years, i graduated 2 years ago. and i had a great experience in this school, the teachers know what they're doing, the teachers  were very nice, every time a hear from this school a smile comes to my face, wanting to make a comeback to this wonderful school."", 'P.S./ I.S. 210 is one of the 16 schools in West Harlem that has enrolled in a program this fall to track attendance using an app that alerts parents if their children are late or missing school. Read more <a href=""http://www.dnainfo.com/new-york/20140924/west-harlem/attendance-tracking-app-expands-16-west-harlem-schools"">here</a>.']"
